distinct_bib,subject,title,itemtype,deweyClass,out_bib
2199318,"Lesbians Fiction","Cyanide Wells",accas,,2199318
2199483,"Intersexuality Fiction",Middlesex,acbk,,2199483
2200298,"Gay teenagers Fiction","Pebble in a pool",acbk,,2200298
2200782,"Gay men Northwest Pacific History","Same sex affairs constructing and controlling homosexuality in the Pacific Northwest",acbk,306.7662,2200782
2200782,"Gay men Oregon Portland History","Same sex affairs constructing and controlling homosexuality in the Pacific Northwest",acbk,306.7662,2200782
2200782,"Homosexuality Male Northwest Pacific History","Same sex affairs constructing and controlling homosexuality in the Pacific Northwest",acbk,306.7662,2200782
2200782,"Male homosexuality Northwest Pacific History","Same sex affairs constructing and controlling homosexuality in the Pacific Northwest",acbk,306.7662,2200782
2200797,"Lesbians United States Biography","Highsmith a romance of the 1950s a memoir",acbk,,2200797
2201530,"Gay teenagers Fiction","Boy meets boy",acbk,,2201530
2202593,"Bisexual men Fiction","Anyone who has a heart",accas,,2202593
2202644,"Lesbians Fiction","Cyanide Wells",acbk,,2202644
2203023,"Gay men Fiction","Dead egotistical morons",acbk,,2203023
2203023,"Gay police officers Fiction","Dead egotistical morons",acbk,,2203023
2203222,"Gay men Drama","band plays The boys in the band The men from the boys",acbk,812.54,2203222
2203331,"Homosexuality in motion pictures","bent lens a world guide to gay lesbian film",acbk,791.43653,2203331
2203346,"Gay men United States Biography","end of being known a memoir",acbk,,2203346
2203411,"Gay men California San Diego Fiction","Elf child",acbk,,2203411
2203422,"Lesbians Fiction","taste for blood",acbk,,2203422
2203423,"Lesbians Fiction","They say she tastes like honey",acbk,,2203423
2203640,"Gays Employment","Lavender road to success the career guide for the gay community",acbk,650.10866,2203640
2203640,"Homosexuality in the workplace","Lavender road to success the career guide for the gay community",acbk,650.10866,2203640
2203994,"African American gays Fiction","Just as I am",acbk,,2203994
2203994,"African American gays Fiction","Just as I am a novel",acbk,,2203994
2203994,"Bisexuals Fiction","Just as I am",acbk,,2203994
2203994,"Bisexuals Fiction","Just as I am a novel",acbk,,2203994
2204102,"Gay men Fiction","Pulling taffy",acbk,,2204102
2205509,"Gay men Conduct of life","10 smart things gay men can do to improve their lives",acbk,305.38966,2205509
2205509,"Gay men Life skills guides","10 smart things gay men can do to improve their lives",acbk,305.38966,2205509
2205509,"Gay men Psychology","10 smart things gay men can do to improve their lives",acbk,305.38966,2205509
2205523,"Homosexuality Religious aspects","Gay perspective things our homosexuality tells us about the nature of God and the universe",acbk,291.17835,2205523
2206293,"Gaye Marvin","Marvin Gaye live in Montreux 1980",acdvd,781.64,2206293
2206999,"Gay men Colorado Boulder Fiction","way things ought to be",acbk,,2206999
2207006,"Gay men Fiction","All I want for Christmas",acbk,,2207006
2207021,"Lesbians Fiction","Trace elements of random tea parties",acbk,,2207021
2207068,"Lesbians Fiction","P town summer",acbk,,2207068
2207081,"Gay men Fiction","Blind eye",acbk,,2207081
2207085,"Lesbians Fiction","bride of catastrophe",acbk,,2207085
2207617,"Bisexuality in marriage","secret lives of married men",acbk,305.38966,2207617
2207617,"Gay men Biography","secret lives of married men",acbk,305.38966,2207617
2207617,"Gay men Relations with heterosexual women","secret lives of married men",acbk,305.38966,2207617
2208120,"Church work with gays United States History","Anything but straight unmasking the scandals and lies behind the ex gay myth",acbk,261.83577,2208120
2208120,"Gays Counseling of United States History","Anything but straight unmasking the scandals and lies behind the ex gay myth",acbk,261.83577,2208120
2208120,"Gays Pastoral counseling of United States History","Anything but straight unmasking the scandals and lies behind the ex gay myth",acbk,261.83577,2208120
2208120,"Homosexuality Religious aspects Christianity History of doctrines","Anything but straight unmasking the scandals and lies behind the ex gay myth",acbk,261.83577,2208120
2208544,"Lesbians Drama","Chinese chocolate Luo niao",acdvd,,2208544
2209815,"Gay communities United States History 20th century","Queer street rise and fall of an American culture 1947 1985 excursions in the mind of the life",acbk,306.76609,2209815
2209815,"Gay community United States History 20th century","Queer street rise and fall of an American culture 1947 1985 excursions in the mind of the life",acbk,306.76609,2209815
2209815,"Gays United States History 20th century","Queer street rise and fall of an American culture 1947 1985 excursions in the mind of the life",acbk,306.76609,2209815
2209815,"Gays United States Social conditions","Queer street rise and fall of an American culture 1947 1985 excursions in the mind of the life",acbk,306.76609,2209815
2209863,"Lesbians Comic books strips etc","Dykes and sundry other carbon based life forms to watch out for",acbk,741.5973,2209863
2210287,"Gays Fiction","Fishboys of Vernazza",acbk,,2210287
2210393,"Gay liberation movement United States","gay rights movement",acbk,305.90664,2210393
2210393,"Gay rights United States","gay rights movement",acbk,305.90664,2210393
2210702,"Gay men Drama","Amor de hombre Love of man",acdvd,,2210702
2211063,"Gay men India Biography","Pictures from here",acbk,770.92,2211063
2211139,"Gay couples","Silverlake life the view from here",acdvd,616.9792,2211139
2211139,"Gay male couples","Silverlake life the view from here",acdvd,616.9792,2211139
2211273,"Gays Europe History","Strangers homosexual love in the nineteenth century",acbk,306.76609,2211273
2211273,"Gays United States History","Strangers homosexual love in the nineteenth century",acbk,306.76609,2211273
2211273,"Homosexuality Europe History","Strangers homosexual love in the nineteenth century",acbk,306.76609,2211273
2211273,"Homosexuality United States History","Strangers homosexual love in the nineteenth century",acbk,306.76609,2211273
2211388,"Gay men Crimes against Fiction","Hate crime",acbk,,2211388
2211643,"Gays Washington State Seattle Attitudes","Weathering change gays and lesbians Christian conservatives and everyday hostilities",acbk,305.6,2211643
2211643,"Gays Washington State Spokane Attitudes","Weathering change gays and lesbians Christian conservatives and everyday hostilities",acbk,305.6,2211643
2211691,"Gay men Fiction","Dom na kraiu sveta roman",acbk,891.73,2211691
2212151,"Gay youth Poetry","Talking in the dark a poetry memoir",acbk,,2212151
2212360,"Gay rights","Gay and lesbian issues a reference handbook",acbk,305.90664,2212360
2212360,"Gays Services for","Gay and lesbian issues a reference handbook",acbk,305.90664,2212360
2212360,"Gays Social conditions","Gay and lesbian issues a reference handbook",acbk,305.90664,2212360
2212360,Homosexuality,"Gay and lesbian issues a reference handbook",acbk,305.90664,2212360
2213022,"Gay men Pennsylvania Pittsburgh Drama","Queer as folk the complete first season",acdvd,,2213022
2213022,"Gays Pennsylvania Pittsburgh Drama","Queer as folk the complete first season",acdvd,,2213022
2213022,"Lesbians Pennsylvania Pittsburgh Drama","Queer as folk the complete first season",acdvd,,2213022
2213023,"Gays Pennsylvania Pittsburgh Drama","Queer as folk The complete second season",acdvd,,2213023
2213023,"Lesbians Pennsylvania Pittsburgh Drama","Queer as folk The complete second season",acdvd,,2213023
2214216,"Lesbianism United States Comic books strips etc","Dykes to watch out for",acbk,306.7663,2214216
2214216,"Lesbians United States Comic books strips etc","Dykes to watch out for",acbk,306.7663,2214216
2214217,"Lesbianism United States Comic books strips etc","New improved Dykes to watch out for",acbk,306.7663,2214217
2214217,"Lesbians United States Comic books strips etc","New improved Dykes to watch out for",acbk,306.7663,2214217
2214218,"Lesbianism United States Comic books strips etc","Spawn of dykes to watch out for",acbk,306.7663,2214218
2214218,"Lesbians United States Comic books strips etc","Spawn of dykes to watch out for",acbk,306.7663,2214218
2214219,"Lesbianism United States Comic books strips etc","Post dykes to watch out for",acbk,306.7663,2214219
2214219,"Lesbians United States Comic books strips etc","Post dykes to watch out for",acbk,306.7663,2214219
2214587,"Homosexuality Religious aspects Orthodox Judaism","Trembling before G d",acdvd,305.696,2214587
2214587,"Jewish gays","Trembling before G d",acdvd,305.696,2214587
2214588,"Homosexuality Israel","Trembling before G d",acvhs,305.696,2214588
2214588,"Homosexuality Religious aspects Judaism","Trembling before G d",acvhs,305.696,2214588
2214588,"Jewish gays Israel","Trembling before G d",acvhs,305.696,2214588
2214588,"Jewish lesbians Israel","Trembling before G d",acvhs,305.696,2214588
2214588,"Lesbianism Israel","Trembling before G d",acvhs,305.696,2214588
2214588,"Lesbianism Religious aspects Judaism","Trembling before G d",acvhs,305.696,2214588
2215395,"Gay men in literature","first time I met Frank OHara reading gay American writers",acbk,810.99206,2215395
2215395,"Gays writings American History and criticism","first time I met Frank OHara reading gay American writers",acbk,810.99206,2215395
2215395,"Gays writings American History and criticism Theory etc","first time I met Frank OHara reading gay American writers",acbk,810.99206,2215395
2215395,"Homosexuality and literature United States","first time I met Frank OHara reading gay American writers",acbk,810.99206,2215395
2215395,"Lesbians in literature","first time I met Frank OHara reading gay American writers",acbk,810.99206,2215395
2215414,"Gaye Marvin","Divided soul the life of Marvin Gaye",acbk,782.42164,2215414
2215560,"Homosexuality Fiction","Rainbow High",acbk,,2215560
2215562,"Homosexuality Fiction",Target,acbk,,2215562
2215568,"Gays Crimes against United States","Hate groups opposing viewpoints",acbk,364.15097,2215568
2215580,"Gay rights United States",Homosexuality,acbk,306.76609,2215580
2215580,"Homosexuality Moral and ethical aspects United States",Homosexuality,acbk,306.76609,2215580
2215580,"Homosexuality United States",Homosexuality,acbk,306.76609,2215580
2216042,"Gay men Fiction","Mt Monadnock blues",acbk,,2216042
2216191,"African American bisexual men Attitudes","On the down low a journey into the lives of straight Black men who sleep with men",acbk,305.38896,2216191
2216191,"African American bisexual men Psychology","On the down low a journey into the lives of straight Black men who sleep with men",acbk,305.38896,2216191
2216191,"African American bisexual men Sexual behavior","On the down low a journey into the lives of straight Black men who sleep with men",acbk,305.38896,2216191
2218025,"Bisexuality Fiction","Empress of the world",acbk,,2218025
2218025,"Homosexuality Fiction","Empress of the world",acbk,,2218025
2218025,"Lesbians Fiction","Empress of the world",acbk,,2218025
2218165,"Gay men New York State New York Drama","Will Grace Season 1",acdvd,,2218165
2218165,"Gay men Relations with heterosexual women Drama","Will Grace Season 1",acdvd,,2218165
2218571,"Lesbians Biography","Telling moments autobiographical lesbian short stories",acbk,305.48966,2218571
2218571,"Lesbians writings","Telling moments autobiographical lesbian short stories",acbk,305.48966,2218571
2218575,"Gay men Sexual behavior United States","Beyond shame reclaiming the abandoned history of radical gay sexuality",acbk,306.7662,2218575
2218575,"Gay men United States Attitudes","Beyond shame reclaiming the abandoned history of radical gay sexuality",acbk,306.7662,2218575
2218575,"Gay men United States Psychology","Beyond shame reclaiming the abandoned history of radical gay sexuality",acbk,306.7662,2218575
2218575,"Gay men United States Sexual behavior","Beyond shame reclaiming the abandoned history of radical gay sexuality",acbk,306.7662,2218575
2218575,"Homosexuality Male United States History 20th century","Beyond shame reclaiming the abandoned history of radical gay sexuality",acbk,306.7662,2218575
2218575,"Male homosexuality United States History 20th century","Beyond shame reclaiming the abandoned history of radical gay sexuality",acbk,306.7662,2218575
2218715,"Lesbians United States Biography","Fat girls and lawn chairs",acbk,362.19639,2218715
2218729,"Gay couples Florida Miami Beach Drama",birdcage,acdvd,,2218729
2218729,"Gay male couples Florida Miami Beach Drama",birdcage,acdvd,,2218729
2220753,"Homosexuality Europe History","Toward Stonewall homosexuality and society in the modern western world",acbk,306.76609,2220753
2220753,"Homosexuality United States History","Toward Stonewall homosexuality and society in the modern western world",acbk,306.76609,2220753
2221093,"Gay youth United States Biography","Original youth the real story of Edmund Whites boyhood",acbk,,2221093
2221911,"Lesbians Fiction","Another kind of love",acbk,,2221911
