distinct_bib,subject,title,itemtype,deweyClass,out_bib
2515253,"Intersex people California San Francisco Bay Area Interviews","Gendernauts a journey through shifting identities",acdvd,305.3,2515253
2515253,"Intersex people United States Biography","Gendernauts a journey through shifting identities",acdvd,305.3,2515253
2515253,Intersexuality,"Gendernauts a journey through shifting identities",acdvd,305.3,2515253
2515253,"Transgender people","Gendernauts a journey through shifting identities",acdvd,305.3,2515253
2515253,"Transgender people California San Francisco Bay Area Interviews","Gendernauts a journey through shifting identities",acdvd,305.3,2515253
2515253,"Transgender people Identity","Gendernauts a journey through shifting identities",acdvd,305.3,2515253
2515253,"Transgender people United States Biography","Gendernauts a journey through shifting identities",acdvd,305.3,2515253
2515253,Transgenderism,"Gendernauts a journey through shifting identities",acdvd,305.3,2515253
2515255,"Lesbianism Drama","High art",acdvd,,2515255
2515255,"Lesbians Drama","High art",acdvd,,2515255
2515256,"Homosexuality Drama","Longtime companion",acdvd,,2515256
2515257,"Gay dramatists Great Britain History 19th century Drama",Wilde,acdvd,,2515257
2515257,"Gay men Great Britain History 19th century Drama",Wilde,acdvd,,2515257
2515570,"Lesbian teenagers Drama","Lan se da men Blue gate crossing",acdvd,,2515570
2516608,"Transgender children","transgender child",acbk,306.76808,2516608
2516608,"Transgender people","transgender child",acbk,306.76808,2516608
2516608,"Transgender youth","transgender child",acbk,306.76808,2516608
2516608,Transgenderism,"transgender child",acbk,306.76808,2516608
2516662,"Gay men Washington D C Biography","All I could bare my life in the strip clubs of gay Washington D C",acbk,306.77092,2516662
2516669,"Gay actors Great Britain Biography","Anything goes the autobiography",acbk,,2516669
2517498,"Gay college students Sexual behavior United States Fiction","Every frat boy wants it",acbk,,2517498
2517498,"Gay college students United States Fiction","Every frat boy wants it",acbk,,2517498
2517502,"Lesbians Comic books strips etc","essential Dykes to watch out for",acbk,741.5973,2517502
2517589,"Intersexuality Comic books strips etc","After school nightmare 8",acbk,741.5952,2517589
2518152,"Gay men Relations with heterosexuals Drama","Kiss of the spider woman",acdvd,,2518152
2518634,"Homosexuality Fiction","What they always tell us",acbk,,2518634
2518634,"Homosexuality Juvenile fiction","What they always tell us",acbk,,2518634
2520899,"Intersexuality Comic books strips etc","After school nightmare 7",acbk,741.5952,2520899
2521099,"Homosexuality France Paris Fiction","Giovannis room",acbk,,2521099
2521106,"Gay liberation movement United States","Thats revolting queer strategies for resisting assimilation",acbk,306.76609,2521106
2521106,"Gays United States Identity","Thats revolting queer strategies for resisting assimilation",acbk,306.76609,2521106
2522371,"Gay men Relations with heterosexuals Drama","Not gay four films exploring the joys and frustrations of gay straight friendships",acdvd,,2522371
2522373,"Gay teenagers Drama","curiosity of Chance",acdvd,,2522373
2522454,"Gays Burma Fiction","Smile as they bow a novel",acbk,,2522454
2522930,"Bisexual women Drama","AdÃ‚Â n y Eva Adam and Eve",acdvd,,2522930
2523157,"Gays Religious life","Bulletproof faith a spiritual survival guide for gay and lesbian Christians",acbk,248.84086,2523157
2523692,"Transgender people","No girls allowed tales of daring women dressed as men for love freedom and adventure",jcbk,306.77808,2523692
2523692,"Transgender people Biography Comic books strips etc","No girls allowed tales of daring women dressed as men for love freedom and adventure",jcbk,306.77808,2523692
2523692,"Transgender people Biography Comic books strips etc Juvenile literature","No girls allowed tales of daring women dressed as men for love freedom and adventure",jcbk,306.77808,2523692
2523692,"Transgender people Juvenile literature","No girls allowed tales of daring women dressed as men for love freedom and adventure",jcbk,306.77808,2523692
2524687,"Lesbianism Fiction","Rescue me",acbk,,2524687
2524968,"Lesbians Fiction","My little secret a novel",acbk,,2524968
2525668,"Homosexuality Fiction","Hit the road Manny",jcbk,,2525668
2525668,"Homosexuality Juvenile fiction","Hit the road Manny",jcbk,,2525668
2526281,"Homosexuality Fiction","Two parties one tux and a very short film about the Grapes of wrath",acbk,,2526281
2526298,"Homosexuality Fiction","Out of the pocket",acbk,,2526298
2526298,"Homosexuality Juvenile fiction","Out of the pocket",acbk,,2526298
2529253,"Hispanic American gays Florida Miami Fiction","Miami manhunt",acbk,,2529253
2529640,"Gay men Drama","Will Grace The final season season eight",acdvd,,2529640
2529640,"Gay men Relations with heterosexual women Drama","Will Grace The final season season eight",acdvd,,2529640
2529703,"Gay men England London Fiction","Skin Lane",acbk,,2529703
2530025,"Lesbianism Fiction","Girl from Mars",acbk,,2530025
2530029,"Homosexuality Fiction","Suicide notes a novel",acbk,,2530029
2530029,"Homosexuality Juvenile fiction","Suicide notes a novel",acbk,,2530029
2530048,"Homosexuality Fiction","Freak show",acbk,,2530048
2530048,"Homosexuality Juvenile fiction","Freak show",acbk,,2530048
2530059,"Homosexuality Fiction","Naomi and Elys no kiss list a novel",acbk,,2530059
2530059,"Homosexuality Juvenile fiction","Naomi and Elys no kiss list a novel",acbk,,2530059
2530071,"Homosexuality Fiction","Wide awake",acbk,,2530071
2530071,"Homosexuality Juvenile fiction","Wide awake",acbk,,2530071
2530941,"Gaylord Mich Biography","Mistaken identity",accd,617.48104,2530941
2532230,"Older gay men Drama","Avant que joublie Before I forget",acdvd,,2532230
2532231,"Lesbians Drama","Bitteren TrÃ¢Â€Âžnen der Petra von Kant ein Krankheitsfall gewidmet dem der hier Marlene wurde",acdvd,,2532231
2532618,"Gay teenagers Drama","Sukisho Cant stop loving you Vol 3 Cruel intentions",acdvd,,2532618
2532689,"Gay artists California Biography","Emile Norman by his own design",acdvd,730.092,2532689
2532769,"Lesbians Fiction","Sweet poison",acbk,,2532769
2533276,"Gays Family relationships","Anyone and everyone",acdvd,306.766,2533276
2533276,"Homosexuality Religious aspects","Anyone and everyone",acdvd,306.766,2533276
2533276,"Parents of gays","Anyone and everyone",acdvd,306.766,2533276
2533525,"Homosexuality Fiction",Dishes,acbk,,2533525
2533525,"Homosexuality Juvenile fiction",Dishes,acbk,,2533525
2533527,"Lesbians Fiction",Gravity,acbk,,2533527
2533538,"Homosexuality Fiction",Mousetraps,acbk,,2533538
2535108,"Lesbians Fiction","Boy minus girl",acbk,,2535108
2535108,"Lesbians Juvenile fiction","Boy minus girl",acbk,,2535108
2535114,"Homosexuality Fiction","Nothing pink",acbk,,2535114
2535114,"Homosexuality Juvenile fiction","Nothing pink",acbk,,2535114
2535480,"Intersex people Drama",XXY,acdvd,,2535480
2535480,"Intersexuality Drama",XXY,acdvd,,2535480
2536587,"Bisexual women California Los Angeles Drama","L WORD SEASON 5 DVD",acdvd,,2536587
2536587,"Bisexual women California Los Angeles Drama","L word The complete fifth season",acdvd,,2536587
2536587,"Bisexual women California Los Angeles Drama","L word The fifth season",acdvd,,2536587
2536587,"Bisexual women Drama","L WORD SEASON 5 DVD",acdvd,,2536587
2536587,"Bisexual women Drama","L word The complete fifth season",acdvd,,2536587
2536587,"Bisexual women Drama","L word The fifth season",acdvd,,2536587
2536587,"Lesbians California Los Angeles Drama","L WORD SEASON 5 DVD",acdvd,,2536587
2536587,"Lesbians California Los Angeles Drama","L word The complete fifth season",acdvd,,2536587
2536587,"Lesbians California Los Angeles Drama","L word The fifth season",acdvd,,2536587
2536597,Homosexuality,"Hearts minds talking to Christians about homosexuality",acbk,261.83576,2536597
2536597,"Homosexuality Religious aspects Christianity","Hearts minds talking to Christians about homosexuality",acbk,261.83576,2536597
2537119,"Gay men Fiction","sky below",acbk,,2537119
2538038,"Christian gays","God and gays bridging the gap",acdvd,241.66,2538038
2538038,"Gay rights Religious aspects","God and gays bridging the gap",acdvd,241.66,2538038
2538038,"Homosexuality Religious aspects Christianity","God and gays bridging the gap",acdvd,241.66,2538038
2538039,"Lesbian couples Drama","Ninas heavenly delights",acdvd,,2538039
2538040,"African American bisexual men Attitudes","On the downlow",acdvd,306.76508,2538040
2538040,"African American bisexual men Psychology","On the downlow",acdvd,306.76508,2538040
2538040,"African American bisexual men Sexual behavior","On the downlow",acdvd,306.76508,2538040
2538042,"Gay men Drama","Right by me",acdvd,,2538042
2538043,"Gay couples Drama","Saturn in opposition",acdvd,,2538043
2538044,"Gay men Drama","Save me",acdvd,,2538044
2538045,"Gay men Switzerland Drama","Comme des voleurs Ã¢Â€Â¦ lest Stealth",acdvd,,2538045
2538333,"Gay men Fiction","moanin after a novel",acbk,,2538333
2538333,"Gay men Sexual behavior Fiction","moanin after a novel",acbk,,2538333
2538352,"Lesbians Fiction","More drama in the church a novel",acbk,,2538352
2538353,"Lesbians Sexual behavior Fiction","Missionary no more an eroticanoir com anthology purple panties II",acbk,,2538353
2538470,"Lesbianism United States Comic books strips etc","Hot throbbing dykes to watch out for",acbk,741.5973,2538470
2538470,"Lesbians United States Comic books strips etc","Hot throbbing dykes to watch out for",acbk,741.5973,2538470
2539317,"Bisexual men Chile Fiction","razÃƒÂ³n de los amantes",acbk,863,2539317
2539317,"Bisexual men Chile Fiction","razÃ‚Â¢n de los amantes",acbk,863,2539317
2539480,"Lesbians California Los Angeles Drama","Ellen The complete season four",acdvd,,2539480
2539481,"Lesbians Drama","Ellen The complete season five",acdvd,,2539481
2540469,"Gay men Travel","Big trips more good gay travel writing",acbk,910.8664,2540469
2540561,"Male homosexuality Drama","boys in the band",acdvd,,2540561
2541132,"Homosexuality Fiction","Dance on my grave",acbk,,2541132
2541147,"Homosexuality Fiction","My most excellent year a novel of love Mary Poppins Fenway Park",acbk,,2541147
2543882,"Middle aged gay men Fiction","Got til its gone",acbk,,2543882
2543982,"Homosexuality Dictionaries","dictionary of homophobia a global history of gay lesbian experience",acbk,306.76603,2543982
2545993,"Lesbians Fiction","In your room",acbk,,2545993
2546657,"Gay men Fiction","Death vows a Donald Strachey mystery",acbk,,2546657
2548319,"Bisexual men Germany Fiction","kindly ones a novel",acbk,,2548319
2548643,"Gay liberation movement California San Francisco","mayor of Castro Street the life times of Harvey Milk",acbk,,2548643
2549434,"Gaye Marvin","Marvin Gaye live in Montreux 1980",acdvd,781.66,2549434
2550032,"Gay military personnel Government policy United States","Unfriendly fire how the gay ban undermines the military and weakens America",acbk,355.00866,2550032
2550032,"Gay military personnel United States","Unfriendly fire how the gay ban undermines the military and weakens America",acbk,355.00866,2550032
2550032,"Gays in the military Government policy United States","Unfriendly fire how the gay ban undermines the military and weakens America",acbk,355.00866,2550032
2550032,"Gays in the military United States","Unfriendly fire how the gay ban undermines the military and weakens America",acbk,355.00866,2550032
2550084,"Homosexuality Fiction","Stray dog winter",acbk,,2550084
2550084,"Homosexuality Fiction","Stray dog winter a novel",acbk,,2550084
2550154,"Intersexuality Comic books strips etc","After school nightmare 9",acbk,741.5952,2550154
2551683,"Gay men Diseases Prevention Popular works","Advocate guide to gay mens health and wellness",acbk,613.08664,2551683
2551683,"Gay men Health and hygiene Popular works","Advocate guide to gay mens health and wellness",acbk,613.08664,2551683
2551785,"Gay teenagers United States","Crisis 40 stories revealing the personal social and religious pain and trauma of growing up gay in America",acbk,306.76609,2551785
2551785,"Gay youth United States","Crisis 40 stories revealing the personal social and religious pain and trauma of growing up gay in America",acbk,306.76609,2551785
2551785,"Gays United States Attitudes","Crisis 40 stories revealing the personal social and religious pain and trauma of growing up gay in America",acbk,306.76609,2551785
2551785,"Gays United States Biography","Crisis 40 stories revealing the personal social and religious pain and trauma of growing up gay in America",acbk,306.76609,2551785
2551785,"Gays United States Social conditions","Crisis 40 stories revealing the personal social and religious pain and trauma of growing up gay in America",acbk,306.76609,2551785
2551785,"Homosexuality United States","Crisis 40 stories revealing the personal social and religious pain and trauma of growing up gay in America",acbk,306.76609,2551785
2554697,"Gay men Fiction","Xin loi em anh dÃƒÂ£ yÃƒÂªu anh ay tieu thuyet",acbk,895.9223,2554697
2554697,"Gay men Fiction","Xin loi em anh dÃƒÂ† yÃ‹Â†u anh ay tieu thuyet",acbk,895.9223,2554697
2555625,"Lesbians Fiction","Uncross my heart",acbk,,2555625
2555993,"Gay couples Drama","Dog day afternoon",acdvd,,2555993
2555993,"Gay couples Drama","DOG DAY AFTERNOON DVD",acdvd,,2555993
2556536,"Gay culture United States Anecdotes","Sex and isolation and other essays",acbk,306.7662,2556536
2556536,"Gay men Sexual behavior Anecdotes","Sex and isolation and other essays",acbk,306.7662,2556536
2556538,"Gay couples History","Legacies of love a heritage of queer bonding",acbk,306.76609,2556538
2556538,"Gay men Case studies","Legacies of love a heritage of queer bonding",acbk,306.76609,2556538
2556538,"Lesbians Case studies","Legacies of love a heritage of queer bonding",acbk,306.76609,2556538
2556540,"Gay artists Canada Biography","Peter Flinsch the body in question",acbk,709.2,2556540
2556541,"Lesbian authors Biography","Sex talks to girls a memoir",acbk,813.54,2556541
2556676,"Gay men Comic books strips etc","Kyo Kara Maoh Volume 1",acbk,741.5952,2556676
2556892,"Gay couples","Dynamic duos the alpha beta key to unlocking success in gay relationships",acbk,155.34,2556892
2556892,"Gay men Psychology","Dynamic duos the alpha beta key to unlocking success in gay relationships",acbk,155.34,2556892
2556894,"Gay musicians California San Francisco Biography","Deflowered my life in Pansy Division",acbk,782.42166,2556894
2558046,"Bisexual women Fiction","Naughty twos enough threes a crowd",acbk,,2558046
2558570,"Lesbians Fiction","One last kiss",acbk,,2558570
2558919,"Lesbianism Drama","Jin nian xia tian Fish and elephant",acdvd,,2558919
2558919,"Lesbians Drama","Jin nian xia tian Fish and elephant",acdvd,,2558919
2559624,"Lesbians Comic books strips etc","Likewise the high school comic chronicles of Ariel Schrag",acbk,741.5973,2559624
2560199,"Lesbians Poetry","plum stone game",acbk,811.6,2560199
2560229,"African American bisexuals Fiction","Basketball Jones",acbk,,2560229
2560229,"African American gays Fiction","Basketball Jones",acbk,,2560229
2560425,"Gay rights Drama",Milk,acdvd,,2560425
2560445,"Gay couples California Los Angeles Biography","Chris Don a love story",acdvd,791.43651,2560445
2560445,"Gay men California Los Angeles Biography","Chris Don a love story",acdvd,791.43651,2560445
2560446,"African American bisexual men Drama","DL chronicles The complete first season",acdvd,,2560446
2560446,"African American gay men Drama","DL chronicles The complete first season",acdvd,,2560446
2560447,"Lesbianism Drama","early works of Cheryl Dunye",acdvd,,2560447
2560448,"Lesbians Drama","Exes ohs The complete first season",acdvd,,2560448
2560449,"Lesbianism Drama","Fun in girls shorts the best of lesbian film",acdvd,,2560449
2560449,"Lesbians Drama","Fun in girls shorts the best of lesbian film",acdvd,,2560449
2560451,"Gay couples","man you had in mind",acdvd,306.7662,2560451
2560455,"African American gay men Race identity","Tongues untied",acdvd,306.7662,2560455
2560455,"African American gay men Social conditions","Tongues untied",acdvd,306.7662,2560455
2560677,"African American bisexuals Fiction","Basketball Jones",accd,,2560677
2560677,"African American gays Fiction","Basketball Jones",accd,,2560677
2560766,"Homosexuality Fiction","In Mike we trust",acbk,,2560766
2560766,"Homosexuality Juvenile fiction","In Mike we trust",acbk,,2560766
2560774,"Homosexuality Fiction","Say the word",acbk,,2560774
2560774,"Lesbians Fiction","Say the word",acbk,,2560774
2561910,"Lesbians Fiction","Censoring an Iranian love story a novel",acbk,,2561910
2561943,"Gay lawyers Fiction","family man",acbk,,2561943
2562703,"Gay men India Drama",Dostana,acdvd,,2562703
2563267,"Homosexuality Fiction","Ugly man stories",acbk,,2563267
2564353,"Lesbians Fiction","Dare truth or promise",acbk,,2564353
2564353,"Lesbians Juvenile fiction","Dare truth or promise",acbk,,2564353
2564497,"Gay men Sexual behavior Fiction","Tangled sheets tales of erotica",acbk,,2564497
2565376,"Gays Fiction Bibliography","Gay lesbian bisexual and transgendered literature a genre guide",arbk,016.8108,2565376
2565376,"Gays in literature","Gay lesbian bisexual and transgendered literature a genre guide",arbk,016.8108,2565376
2565376,"Gays writings American Bibliography","Gay lesbian bisexual and transgendered literature a genre guide",arbk,016.8108,2565376
2565376,"Gays writings Bibliography","Gay lesbian bisexual and transgendered literature a genre guide",arbk,016.8108,2565376
2565376,"Homosexuality and literature History 20th century","Gay lesbian bisexual and transgendered literature a genre guide",arbk,016.8108,2565376
2566221,"Transgender people Employment United States","examination of discrimination against transgender Americans in the workplace hearing before the Subcommittee on Health Employment Labor and Pensions Committee on Education and Labor U S House of Representatives One Hundred Tenth Congress",acbk,,2566221
2566221,"Transgender people Legal status laws etc United States","examination of discrimination against transgender Americans in the workplace hearing before the Subcommittee on Health Employment Labor and Pensions Committee on Education and Labor U S House of Representatives One Hundred Tenth Congress",acbk,,2566221
2566611,"Gaynor Mitzi 1930","Mitzi Gaynor Razzle dazzle the special years",acdvd,791.43028,2566611
2566611,"Gaynor Mitzi 1931","Mitzi Gaynor Razzle dazzle the special years",acdvd,791.43028,2566611
2567581,"Transgender people Fiction","10000 dresses",jcbk,,2567581
2567581,"Transgender people Juvenile fiction","10000 dresses",jcbk,,2567581
2568156,"Gay men Fiction","Straight lies",acbk,,2568156
2569035,"Lesbians Drama","This kiss",acdvd,,2569035
2569429,"Bible and homosexuality","Jesus the Bible and homosexuality explode the myths heal the church",acbk,241.66,2569429
2569429,"Homosexuality Religious aspects Presbyterian Church U S A","Jesus the Bible and homosexuality explode the myths heal the church",acbk,241.66,2569429
2569684,"Male homosexuality Drama","imbalsamatore The taxidermist",acdvd,,2569684
2569697,"Gay men Drama","On the other hand death a Donald Strachey mystery",acdvd,,2569697
2569697,"Lesbians Drama","On the other hand death a Donald Strachey mystery",acdvd,,2569697
2573146,"Homosexuality Fiction","In our mothers house",jcbk,,2573146
2573146,"Homosexuality Juvenile fiction","In our mothers house",jcbk,,2573146
2573146,"Lesbians Fiction","In our mothers house",jcbk,,2573146
2573146,"Lesbians Juvenile fiction","In our mothers house",jcbk,,2573146
2573982,"Children of gay parents Juvenile films","Dotties magic pockets 1",jcdvd,,2573982
2574341,"Gay men France","jihad for love",acdvd,306.76091,2574341
2574341,"Gay men India","jihad for love",acdvd,306.76091,2574341
2574341,"Gay men Islamic countries","jihad for love",acdvd,306.76091,2574341
2574341,"Gay men South Africa","jihad for love",acdvd,306.76091,2574341
2574341,"Gays Islamic countries","jihad for love",acdvd,306.76091,2574341
2574341,"Homosexuality Islamic countries","jihad for love",acdvd,306.76091,2574341
2575295,Homosexuality,Homosexuality,acbk,306.766,2575295
2575380,"Gay men Fiction","extra man a novel",acbk,,2575380
2575388,"African American gay men Fiction","Murder on the down low",acbk,,2575388
2575388,"Gays Violence against Fiction","Murder on the down low",acbk,,2575388
2575996,"Lesbian private investigators Louisiana New Orleans Fiction","Death of a dying man",acbk,,2575996
2576161,"Lesbian couples","Hite report on women loving women",acbk,302.34082,2576161
2576441,"Gay men Drama","Corpus Christi",acbk,812.54,2576441
2576500,"Gay men Legal status laws etc Great Britain Drama","Breaking the code",acbk,822.914,2576500
2576570,"Homosexuality Fiction","God Box",acbk,,2576570
2576728,"Homosexuality Greece History","Greeks and Greek love a bold new exploration of the ancient world",acbk,306.76609,2576728
2576729,"Gay men Anecdotes","My diva 65 gay men on the women who inspire them",acbk,306.7662,2576729
2576729,"Gay men Biography","My diva 65 gay men on the women who inspire them",acbk,306.7662,2576729
2576729,"Gay men Identity","My diva 65 gay men on the women who inspire them",acbk,306.7662,2576729
2576729,"Gay men Relations with heterosexual women","My diva 65 gay men on the women who inspire them",acbk,306.7662,2576729
2576749,"Gays in motion pictures","Out at the movies a history of gay cinema",acbk,791.43653,2576749
2576749,"Homosexuality and motion pictures","Out at the movies a history of gay cinema",acbk,791.43653,2576749
2576749,"Homosexuality in motion pictures","Out at the movies a history of gay cinema",acbk,791.43653,2576749
2577316,"Gay men Michigan Biography","At least in the city someone would hear me scream misadventures in search of a simple life",acbk,977.41404,2577316
2580102,"Gay sailors Fiction","False colors an M M romance",acbk,,2580102
2580102,"Homosexuality Fiction","False colors an M M romance",acbk,,2580102
2580126,"Gay men England Fiction","Transgressions an M M romance",acbk,,2580126
2580126,"Homosexuality England Fiction","Transgressions an M M romance",acbk,,2580126
2581374,"Bisexual men Germany Fiction","kindly ones a novel",accd,,2581374
2582002,"Homosexuality Religious aspects Judaism","passionate Torah sex and Judaism",acbk,296.366,2582002
2582405,Intersexuality,"Between XX and XY intersexuality and the myth of two sexes",acbk,616.694,2582405
2582697,"Gay men Fiction","magicians assistant",accd,,2582697
2583234,"Gays Employment Drama",Philadelphia,acdvd,,2583234
2583234,"Male homosexuality Drama",Philadelphia,acdvd,,2583234
2583498,"Gay men Fiction","What we remember",acbk,,2583498
2583561,"Gay men Germany Biography","terrible splendor three extraordinary men a world poised for war and the greatest tennis match ever played",acbk,796.342,2583561
2583561,"Gays Nazi persecution","terrible splendor three extraordinary men a world poised for war and the greatest tennis match ever played",acbk,796.342,2583561
2585503,"Gays Humor","Mental funny in the head",acbk,792.76028,2585503
2585507,"Lesbian activists Jamaica Biography","other side of paradise a memoir",acbk,818.6,2585507
2585507,"Lesbian authors Jamaica Biography","other side of paradise a memoir",acbk,818.6,2585507
2585894,"Gay teenagers Fiction","David inside out",acbk,,2585894
2585894,"Homosexuality Fiction","David inside out",acbk,,2585894
2585908,"Homosexuality Fiction","vast fields of ordinary",acbk,,2585908
2585908,"Homosexuality Juvenile fiction","vast fields of ordinary",acbk,,2585908
2586840,"Homosexuality Fiction","Sprout or My salad days when I was green in judgment",acbk,,2586840
2586840,"Homosexuality Juvenile fiction","Sprout or My salad days when I was green in judgment",acbk,,2586840
2586870,"Homosexuality Religious aspects Christianity","Love is an orientation elevating the conversation with the gay community",acbk,261.83576,2586870
2586896,"Gay authors United States Biography","Gay American autobiography writings from Whitman to Sedaris",acbk,920.00866,2586896
2586896,"Gays United States Biography","Gay American autobiography writings from Whitman to Sedaris",acbk,920.00866,2586896
2587101,"Gay men Fiction","Object of desire",acbk,,2587101
2587331,"Gay rights United States","Gay rights",acbk,323.3294,2587331
2587331,"Gays Legal status laws etc United States","Gay rights",acbk,323.3294,2587331
2587505,"Gay teenagers Fiction","Almost home",acbk,,2587505
2587512,"Homosexuality Fiction","Black Rabbit summer",acbk,,2587512
2588615,"Gay men Fiction","Matin kwa Jon Changpyon sosol Martin and John",acbk,895.73,2588615
2589904,"Young gay men Drama",Mulligans,acdvd,,2589904
2590148,"Lesbians Drama","village affair",acdvd,,2590148
2590847,"Gays Religious life","Coming out coming home making room for gay spirituality in therapy",acbk,204.40866,2590847
2590847,"Homosexuality Religious aspects Christianity","Coming out coming home making room for gay spirituality in therapy",acbk,204.40866,2590847
2592118,"Intersexuality Fiction",Middlesex,accd,,2592118
2595678,"Lesbians United States Biography","Mean little deaf queer a memoir",acbk,362.42092,2595678
2595679,"Gay men United States Biography","Merv Griffin a life in the closet",acbk,,2595679
2595825,"Gays Crimes against France Reims","Beyond hatred",acdvd,364.10944,2595825
2596425,"Gay men Fiction","magicians assistant",acbk,,2596425
2596631,"Homosexuality Drama","Were the world mine",acdvd,,2596631
2597266,"Gay men Chile Fiction","Under Paris skies a novel based on a true story",acbk,,2597266
2597286,"Lesbians Poetry","Bird eating bird poems",acbk,811.6,2597286
2597331,"Gay couples Legal status laws etc","When gay people get married what happens when societies legalize same sex marriage",acbk,346.0168,2597331
2597373,"Gays United States Social conditions","Metropolitan lovers the homosexuality of cities",acbk,809.93352,2597373
2597373,"Homosexuality History","Metropolitan lovers the homosexuality of cities",acbk,809.93352,2597373
2597373,"Homosexuality in literature","Metropolitan lovers the homosexuality of cities",acbk,809.93352,2597373
2597373,"Lesbianism in literature","Metropolitan lovers the homosexuality of cities",acbk,809.93352,2597373
2597756,"Gay couples Fiction","No more tomorrows two lives two stories one love",acbk,,2597756
2597756,"HIV positive gay men Fiction","No more tomorrows two lives two stories one love",acbk,,2597756
2597963,"Homosexuality Drama","Tea and sympathy a drama in three acts",acbk,812.54,2597963
2598000,"Gay men Drama",LeÃƒÂ³n,acdvd,,2598000
2598000,"Gay men Drama",LeÃ‚Â¢n,acdvd,,2598000
2598174,"Homosexuality Fiction","Love is the higher law",acbk,,2598174
2598174,"Homosexuality Juvenile fiction","Love is the higher law",acbk,,2598174
2598265,"Gay couples Legal status laws etc United States","Making it legal a guide to same sex marriage domestic partnership civil unions",acbk,346.73016,2598265
2598265,"Gay rights United States","Making it legal a guide to same sex marriage domestic partnership civil unions",acbk,346.73016,2598265
2600080,"Stella fictitious character Gay Fiction","When Stella was very very small",jcbk,,2600080
2600080,"Stella Fictitious character Gay Juvenile fiction","When Stella was very very small",jcbk,,2600080
2600384,"Gay men Drama","gay deceivers",acdvd,,2600384
2600640,"Gay men Crimes against Drama","Laramie project",acbk,812.54,2600640
2600721,"Gays Drama","most fabulous story ever told",acbk,812.54,2600721
2601951,"Gay teenagers Fiction","hour between a novel",acbk,,2601951
2601983,"Gay men Drama","Take me out",acbk,812.54,2601983
2602342,"Homosexuality Fiction","traitor game",acbk,,2602342
2603011,"Gay men Books and reading United States","Unlimited embrace a canon of gay fiction 1945 1995",acbk,813.54099,2603011
2603011,"Gay men in literature","Unlimited embrace a canon of gay fiction 1945 1995",acbk,813.54099,2603011
2603011,"Gay men United States Intellectual life","Unlimited embrace a canon of gay fiction 1945 1995",acbk,813.54099,2603011
2603011,"Gay mens writings American History and criticism","Unlimited embrace a canon of gay fiction 1945 1995",acbk,813.54099,2603011
2603011,"Homosexuality and literature United States History 20th century","Unlimited embrace a canon of gay fiction 1945 1995",acbk,813.54099,2603011
2604435,"Homosexuality Fiction","As you wish",acbk,,2604435
2604435,"Homosexuality Juvenile fiction","As you wish",acbk,,2604435
2605626,"Homosexuality Fiction","Rage a love story",acbk,,2605626
2605626,"Lesbians Fiction","Rage a love story",acbk,,2605626
2605629,"Lesbians Fiction","sky always hears me and the hills dont mind",acbk,,2605629
2606510,"Gay culture New York State New York","City boy my life in New York during the 1960s and 70s",acbk,,2606510
2606510,"Gay men United States Biography","City boy my life in New York during the 1960s and 70s",acbk,,2606510
2607929,"Gay lawyers Fiction","family man",acbk,,2607929
2608081,Lesbianism,"I am your sister collected and unpublished writings of Audre Lorde",acbk,814.54,2608081
2608665,"African American lesbians Fiction","You make me wanna",acbk,,2608665
2608932,"Homosexuality Fiction",Evil,acbk,,2608932
2608932,"Homosexuality Juvenile fiction",Evil,acbk,,2608932
2610007,"Lesbians Fiction",Ash,acbk,,2610007
2610007,"Lesbians Juvenile fiction",Ash,acbk,,2610007
2610010,"Homosexuality Fiction","How beautiful the ordinary twelve stories of identity",acbk,,2610010
2610010,"Homosexuality Juvenile fiction","How beautiful the ordinary twelve stories of identity",acbk,,2610010
2611214,"Gay men Drama",BrÃƒÂ¼no,acdvd,,2611214
2611214,"Gay men Drama",BrÃ‚Âno,acdvd,,2611214
2611361,"Gay men Crimes against Wyoming Laramie","meaning of Matthew my sons murder in Laramie and a world transformed",acbk,,2611361
2611361,"Gay rights United States","meaning of Matthew my sons murder in Laramie and a world transformed",acbk,,2611361
2612257,"Gay couples California Los Angeles Fiction","Silver Lake a novel",acbk,,2612257
2612392,"Transgender people Fiction","Almost perfect",acbk,,2612392
2612392,"Transgender people Juvenile fiction","Almost perfect",acbk,,2612392
2612489,"Gays Fiction","Impossible princess",acbk,,2612489
2612489,"Gays writings American","Impossible princess",acbk,,2612489
2612497,"Lesbians Fiction","mirror and the mask",acbk,,2612497
2612554,Homosexuality,"Mapping the territory selected nonfiction",acbk,814.54,2612554
2612809,"Gay actors Great Britain Biography","I am what I am",acbk,,2612809
2612925,"Bisexual women Drama","L word The complete final season",acdvd,,2612925
2612925,"Lesbians California Los Angeles Drama","L word The complete final season",acdvd,,2612925
2613642,"Lesbian authors Travel","Something to declare good lesbian travel writing",acbk,910.40866,2613642
2613642,"Lesbians Travel","Something to declare good lesbian travel writing",acbk,910.40866,2613642
2614079,"Gay men Competitions United States",Pageant,acdvd,791.62,2614079
2614079,"Miss Gay America Pageant 2006 Memphis Tenn",Pageant,acdvd,791.62,2614079
2614082,"Gay rights United States","Sole journey",acdvd,303.61,2614082
2615045,"Gay men Fiction","First you fall",acbk,,2615045
2615045,"Gay men Fiction","First you fall a Kevin Connor mystery",acbk,,2615045
