distinct_bib,subject,out_bib,title,itemtype,deweyClass
3106771,"Gay liberation movement United States History 20th century",3106771,"right side of history 100 years of LGBTQI activism",acbk,323.3264
3106771,"Gay rights United States",3106771,"right side of history 100 years of LGBTQI activism",acbk,323.3264
3106771,"Gays United States History 20th century",3106771,"right side of history 100 years of LGBTQI activism",acbk,323.3264
3106816,"Homosexuality Religious aspects Islam",3106816,"Living out Islam voices of gay lesbian and transgender Muslims",acbk,297.08664
3106854,"Gay men Family relationships United States",3106854,"Pride the story of the first openly gay Navy SEAL",acbk,359.984
3106854,"Gay men United States Biography",3106854,"Pride the story of the first openly gay Navy SEAL",acbk,359.984
3106854,"Gay military personnel United States Biography",3106854,"Pride the story of the first openly gay Navy SEAL",acbk,359.984
3106859,"African American gays Michigan Detroit",3106859,"Butch queens up in pumps gender performance and ballroom culture in Detroit",acbk,793.30866
3106859,"Gay and lesbian dance parties Michigan Detroit",3106859,"Butch queens up in pumps gender performance and ballroom culture in Detroit",acbk,793.30866
3106859,"Gay culture Michigan Detroit",3106859,"Butch queens up in pumps gender performance and ballroom culture in Detroit",acbk,793.30866
3107059,"Gay fathers Fiction",3107059,"Six impossible things",acbk,
3107059,"Gay fathers Juvenile fiction",3107059,"Six impossible things",acbk,
3107118,"Gay men Fiction",3107118,"Take this man gay romance stories",acbk,
3109528,"Intersex people Identity Social aspects United States",3109528,"Bodies in doubt an American history of intersex",acbk,362.19669
3109528,"Intersexuality United States History",3109528,"Bodies in doubt an American history of intersex",acbk,362.19669
3109534,"Gay men United States Biography",3109534,"My thinning years starving the gay within",acbk,306.7662
3109657,"Transgender youth Oregon Portland Fiction",3109657,"Roving pack",acbk,
3109707,"Lesbians Fiction",3109707,"Romance by the book",acbk,
3110675,"Gay men Comic books strips etc",3110675,"Wuvable oaf",acbk,741.5973
3110702,"Lesbianism Comic books strips etc",3110702,"Honor girl",acbk,741.5973
3110725,"Lesbians Fiction",3110725,"Pillow princess Part 2",acbk,
3110768,"African American bisexual men Fiction",3110768,"Bi satisfied",acbk,
3110922,"Davis Gayle Taylor",3110922,"Grief sucks but love bears all things how grief tore me apart and put me back together",acbk,306.88309
3111205,"Homosexuality Juvenile fiction",3111205,"And Tango makes three",jccd,
3111341,"Gay teenagers Counseling of New York State New York",3111341,"No house to call my home love family and other transgressions",acbk,362.78609
3111341,"Gay teenagers Services for New York State New York",3111341,"No house to call my home love family and other transgressions",acbk,362.78609
3111355,"Jewish lesbians",3111355,"Uncovered how I left Hasidic life and finally came home a memoir",acbk,296.8332
3111522,"Bisexual high school students Fiction",3111522,Switch,acbk,
3111522,"Bisexual high school students Juvenile fiction",3111522,Switch,acbk,
3111763,"Gay men Family relationships United States",3111763,"Bettyville a memoir",acbk,306.874
3111987,"Gay couples Comic books strips etc",3111987,"Embracing love Volume 5 6",acbk,741.5952
3111987,"Gay motion picture actors and actresses Comic books strips etc",3111987,"Embracing love Volume 5 6",acbk,741.5952
3112306,"Lesbians India Social conditions Fiction",3112306,"normal state of mind",acbk,
3113960,"Homosexuality Fiction",3113960,"last exit to normal",acbk,
3113960,"Homosexuality Juvenile fiction",3113960,"last exit to normal",acbk,
3114391,"Lesbian police officers Fiction",3114391,"Side effects",acbk,
3114391,"Lesbians Fiction",3114391,"Side effects",acbk,
3114426,"Lesbians Fiction",3114426,"Autumn spring",acbk,
3114470,"Church work with gays",3114470,"My exodus from fear to grace",acbk,277.3083
3114470,"Homosexuality Religious aspects Christianity",3114470,"My exodus from fear to grace",acbk,277.3083
3114474,"Bisexual teachers United States Biography",3114474,"One teacher in ten in the new millennium LGBT educators speak out about whats gotten better and what hasnt",acbk,371.10086
3114474,"Gay teachers United States Biography",3114474,"One teacher in ten in the new millennium LGBT educators speak out about whats gotten better and what hasnt",acbk,371.10086
3114474,"Lesbian teachers United States Biography",3114474,"One teacher in ten in the new millennium LGBT educators speak out about whats gotten better and what hasnt",acbk,371.10086
3114474,"Transgender teachers United States Biography",3114474,"One teacher in ten in the new millennium LGBT educators speak out about whats gotten better and what hasnt",acbk,371.10086
3115369,"Gay men Identity",3115369,"Gay men and the new way forward",acbk,306.7662
3115369,"Gay men Psychology",3115369,"Gay men and the new way forward",acbk,306.7662
3115489,"Gays Fiction",3115489,"miseducation of Cameron Post",acbk,
3115489,"Gays Juvenile fiction",3115489,"miseducation of Cameron Post",acbk,
3115489,"Lesbians Fiction",3115489,"miseducation of Cameron Post",acbk,
3115489,"Lesbians Juvenile fiction",3115489,"miseducation of Cameron Post",acbk,
3115948,"Closeted gays Drama",3115948,Boulevard,acdvd,
3115948,"Gays Drama",3115948,Boulevard,acdvd,
3116015,"Gay men United States Biography",3116015,"I can give you anything but love",acbk,
3116027,"Gay parents",3116027,"Modern families stories of extraordinary journeys to kinship",acbk,306.85097
3116149,"Bisexuality Fiction",3116149,"Cut both ways",acbk,
3116149,"Gays Fiction",3116149,"Cut both ways",acbk,
3116154,"Gays Juvenile fiction",3116154,"Beyond clueless",acbk,
3116168,"Gays Fiction",3116168,"Wonders of the invisible world",acbk,
3116168,"Gays Juvenile fiction",3116168,"Wonders of the invisible world",acbk,
3116172,"Gays Fiction",3116172,"Fans of the impossible life",acbk,
3116172,"Gays Juvenile fiction",3116172,"Fans of the impossible life",acbk,
3117313,"Gay men Fiction",3117313,"Light at dusk",acbk,
3117476,"Transgender people Political activity",3117476,"Gender hurts a feminist analysis of the politics of transgenderism",acbk,306.768
3117476,Transgenderism,3117476,"Gender hurts a feminist analysis of the politics of transgenderism",acbk,306.768
3117478,"Gay couples Family relationships",3117478,"Just married same sex couples monogamy the future of marriage",acbk,306.848
3117633,"Gay men Comic books strips etc",3117633,"Love stage Volume 3",acbk,741.5952
3117636,"Gay men Comic books strips etc",3117636,"worlds greatest first love the case of Ritsu Onodera 3",acbk,741.5952
3118252,"Closeted gays Fiction",3118252,"Idyll threats a Thomas Lynch novel",acbk,
3118252,"Gay police officers Fiction",3118252,"Idyll threats a Thomas Lynch novel",acbk,
3118399,"Lesbian youth Texas Mineral Wells",3118399,"Bad girls",acbk,364.1523
3118476,"Lesbian teenagers Fiction",3118476,"What we left behind",acbk,
3118476,"Lesbians Identity Fiction",3118476,"What we left behind",acbk,
3118481,"Lesbians Fiction",3118481,"second mango",acbk,
3118482,"Gay men Fiction",3118482,"Climbing the date palm",acbk,
3118482,"Lesbians Fiction",3118482,"Climbing the date palm",acbk,
3118483,"Lesbians Fiction",3118483,"harvest of ripe figs",acbk,
3118489,"Gay teenagers Fiction",3118489,"Willful machines",acbk,
3118489,"Gay teenagers Juvenile fiction",3118489,"Willful machines",acbk,
3118498,"Gay men Fiction",3118498,"Love spell",acbk,
3118498,"Gay teenagers Fiction",3118498,"Love spell",acbk,
3118678,"Gay men Fiction",3118678,Wingmen,acbk,
3118979,"Transgender people Pictorial works",3118979,"Genderqueer and other gender identities",acbk,306.768
3118979,Transgenderism,3118979,"Genderqueer and other gender identities",acbk,306.768
3119768,"Lesbians Juvenile fiction",3119768,Femme,acbk,
3119848,"Transgender people United States Biography",3119848,"Redefining realness my path to womanhood identity love so much more",accd,306.768
3120401,"Gay athletes Fiction",3120401,"sixth man",jccd,
3120615,"Gay couples Legal status laws etc United States",3120615,"Then comes marriage United States v Windsor and the defeat of DOMA",acbk,346.73016
3122497,"Gay couples Drama",3122497,Stand,acdvd,
3122497,"Gay men Drama",3122497,Stand,acdvd,
3122549,"Gay fathers Drama",3122549,"MODERN FAMILY SEASON 6 DVD",acdvd,
3122549,"Gay fathers Drama",3122549,"Modern family The complete sixth season",acdvd,
3122581,"Gay men",3122581,"Not gay sex between straight white men",acbk,306.70811
3122581,Homosexuality,3122581,"Not gay sex between straight white men",acbk,306.70811
3123571,"Transgender people Case studies",3123571,"Trans portraits voices from transgender communities",acbk,306.768
3123571,Transgenderism,3123571,"Trans portraits voices from transgender communities",acbk,306.768
3123579,"Gay activists United States Biography",3123579,"And then I danced traveling the road to LGBT equality",acbk,306.7662
3123579,"Gay men United States Biography",3123579,"And then I danced traveling the road to LGBT equality",acbk,306.7662
3123579,"Gay rights",3123579,"And then I danced traveling the road to LGBT equality",acbk,306.7662
3123713,"Lesbians Fiction",3123713,"grave soul",acbk,
3123908,"Gay men Fiction",3123908,"What belongs to you a novel",acbk,
3125142,"Lesbians Drama",3125142,"Duke of Burgundy",acdvd,
3125437,"Transgender children",3125437,"Growing up trans inside the struggles and choices facing transgender kids and their families",acdvd,305.3
3125437,"Transgender children United States Biography",3125437,"Growing up trans inside the struggles and choices facing transgender kids and their families",acdvd,305.3
3125504,"Gays Fiction",3125504,"Pulgun nektai Chang Yong jin changpyon sosol A mark of red honor",acbk,895.735
3125759,"Gay community New York State New York Drama",3125759,Cruising,acdvd,
3125821,"African American lesbians Fiction",3125821,"My woman his wife saga",acbk,
3125886,"Transgender fiction",3125886,FatherSonFather,acbk,
3125886,"Transgender people Fiction",3125886,FatherSonFather,acbk,
3126293,"Lesbians Germany Berlin History",3126293,"AimÃ¢Â€Âše Jaguar a love story Berlin 1943",acbk,943.15508
3126293,"Lesbians Germany Berlin History",3126293,"AimÃƒÂ©e Jaguar a love story Berlin 1943",acbk,943.15508
3126338,"African American gay men Biography",3126338,"Required reading how to get your life for good",acbk,306.7662
3126929,"Gay rights United States",3126929,"Dont tell me to wait how the fight for gay rights changed America and transformed Obamas presidency",acbk,323.3264
3126929,"Gays Political activity United States History 21st century",3126929,"Dont tell me to wait how the fight for gay rights changed America and transformed Obamas presidency",acbk,323.3264
3126929,"Homosexuality Political aspects United States History 21st century",3126929,"Dont tell me to wait how the fight for gay rights changed America and transformed Obamas presidency",acbk,323.3264
3127100,"Transgender children Family relationships",3127100,"Raising Ryland our story of parenting a transgender child with no strings attached",acbk,362.785
3127100,"Transgender children United States",3127100,"Raising Ryland our story of parenting a transgender child with no strings attached",acbk,362.785
3127890,"Homosexuality Drama",3127890,"Beira mar",acdvd,
3128256,"Gay men Drama",3128256,"En la gama de los grises In the grayscale",acdvd,
3128334,"Lesbians Drama",3128334,"AimÃ¢Â€Âše Jaguar",acdvd,
3128334,"Lesbians Drama",3128334,"AimÃƒÂ©e Jaguar",acdvd,
3128336,"Gay men Drama",3128336,"Skoonheid Beauty",acdvd,
3128337,"Gay men Drama",3128337,"Bedrooms and hallways",acdvd,
3128338,"Gay artists Montana Drama",3128338,"Big Eden",acdvd,
3128338,"Gay men Drama",3128338,"Big Eden",acdvd,
3128338,"Gay men Family relationships Drama",3128338,"Big Eden",acdvd,
3128341,"Gay men New York State New York Drama",3128341,"boys in the band",acdvd,
3128341,"Homosexuality Drama",3128341,"boys in the band",acdvd,
3128341,"Male homosexuality Drama",3128341,"boys in the band",acdvd,
3128342,"Gay teenagers Drama",3128342,"curiosity of Chance",acdvd,
3128444,"Gay men Comic books strips etc",3128444,"Love stage Volume 4",acbk,741.5952
3128479,"Gay men Comic books strips etc",3128479,"Behind story Vol 2",acbk,741.59519
3129958,"Bisexual women Comic books strips etc",3129958,"Love and rockets new stories no 8",acbk,741.5973
3129960,"Gay men Comic books strips etc",3129960,Virgil,acbk,741.5973
3129960,"Gay police officers Comic books strips etc",3129960,Virgil,acbk,741.5973
3129982,"Lesbians Hawaii Fiction",3129982,"Heart of the lilikoi",acbk,
3129982,"Transgender people Hawaii Fiction",3129982,"Heart of the lilikoi",acbk,
3130043,"Gay couples Drama",3130043,"Vicious The complete second season",acdvd,
3130043,"Older gay men Drama",3130043,"Vicious The complete second season",acdvd,
3130128,"Lesbians Fiction",3130128,"Ten little lesbians",acbk,
3131460,"Lesbians Identity Juvenile fiction",3131460,"Her name in the sky",acbk,
3131818,"Lesbians United States Biography",3131818,"Now go home wilderness belonging and the crosscut saw",acbk,333.78309
3131980,"Gay teenagers Drama",3131980,"A escondidas",acdvd,
3132072,"Lesbians Fiction",3132072,"Journey to a woman",acbk,
3132149,"Gay men Fiction",3132149,"last lovers on earth stories from dark times",acbk,
3132150,"Gay men Fiction",3132150,"Iron Peter a year in the mythopoetic life of New York City a novel",acbk,
3132465,"Lesbians Fiction",3132465,"Keep hold",acbk,
3132466,"Lesbians Fiction",3132466,Countdown,acbk,
3133123,"Transgender people Biography",3133123,"Trans a memoir",acbk,306.76808
3133212,"Lesbians Fiction",3133212,Sound,acbk,
3133212,"Lesbians Juvenile fiction",3133212,Sound,acbk,
3133809,"Gay teenagers Fiction",3133809,"Weird girl and whats his name a novel",acbk,
3133823,"Gays Fiction",3133823,"Combat zone",acbk,
3133823,"Gays Juvenile fiction",3133823,"Combat zone",acbk,
3134170,"Jewish transgender people Religious life",3134170,"Balancing on the mechitza transgender in Jewish community",acbk,296.0866
3134170,"Transgenderism Religious aspects Judaism",3134170,"Balancing on the mechitza transgender in Jewish community",acbk,296.0866
3134285,"Gay rights United States History Juvenile literature",3134285,"Gay lesbian history for kids the century long struggle for LGBT rights with 21 activities",jcbk,323.3264
3134285,"Gays United States History Juvenile literature",3134285,"Gay lesbian history for kids the century long struggle for LGBT rights with 21 activities",jcbk,323.3264
3134377,"Transgender people United States",3134377,"Becoming Nicole the transformation of an American family",acbk,306.76809
3134377,"Transgender youth United States",3134377,"Becoming Nicole the transformation of an American family",acbk,306.76809
3134377,"Transgenderism United States",3134377,"Becoming Nicole the transformation of an American family",acbk,306.76809
3134441,"Gay teenagers United States Biography",3134441,"gilded razor a memoir",acbk,362.29092
3135830,"Lesbians Fiction",3135830,"Princess Nina",jcbk,
3135830,"Lesbians Juvenile fiction",3135830,"Princess Nina",jcbk,
3135957,"McCullough Amy Amy Gayle 1979 Travel Pacific Coast North America",3135957,"box wine sailors misadventures of a broke young couple at sea",acbk,797.12409
3136134,"Gays Identity",3136134,"Do I sound gay",acdvd,306.766
3136167,"Gay teenagers Drama",3136167,Xenia,acdvd,
3136886,"Gay couples Fiction",3136886,"Hide a novel",acbk,
3136978,"Bisexual youth Canada Biography Comic books strips etc",3136978,"Long red hair",acbk,306.76509
3137058,"Children of gay parents Comic books strips etc",3137058,Moose,acbk,741.59493
3137058,"Gay parents Comic books strips etc",3137058,Moose,acbk,741.59493
3137364,"Lesbians Washington State Seattle 20th century",3137364,"White lady black sons a memoir of adoption abuse and awakening",acbk,362.73409
3137561,"Gay men Comic books strips etc",3137561,"Fires above hyperion",acbk,741.5973
3137814,"Gays Fiction",3137814,"We are the ants",acbk,
3137814,"Gays Juvenile fiction",3137814,"We are the ants",acbk,
3138420,"Gay culture New York State New York Pictorial works",3138420,"In the vale of cashmere",acbk,779.99747
3138445,"Homosexuality Religious aspects Christianity",3138445,"Messy grace how a pastor with gay parents learned to love others without sacrificing conviction",acbk,248.4
3138548,"Lesbians Fiction",3138548,"Chelsea girls",acbk,
3138699,"Gay men Sexual behavior Drama",3138699,"Amor eterno",acdvd,
3138701,"Homosexuality Puerto Rico",3138701,"Mala mala",acdvd,306.76809
3138701,"Transgender people",3138701,"Mala mala",acdvd,306.76809
3138735,"Homosexuality Drama",3138735,"Tea and sympathy",acdvd,
3139098,"Gays Drama",3139098,"giornata particolare A special day",acdvd,
3139206,"Gay men Fiction",3139206,"Yesterday will make you cry",acbk,
3139755,"Gay men Fiction",3139755,"For real a Spires story",acbk,
3139927,"Lesbians Crimes against Washington State Seattle Case studies",3139927,"While the city slept a love lost to violence and a young mans descent into madness",acbk,364.1523
3139936,"Gay college students Comic books strips etc",3139936,"Love stage Volume 5",acbk,741.5952
3139936,"Gay men Comic books strips etc",3139936,"Love stage Volume 5",acbk,741.5952
3140534,"Lesbian couples Fiction",3140534,"I met someone",acbk,
3141270,"Gay men Drama",3141270,"Choir boy",acbk,812.6
3141420,"Lesbian theater New York State New York",3141420,"Memories of the revolution the first ten years of the WOW CafÃ¢Â€Âš Theatre",acbk,792.09747
3141420,"Lesbian theater New York State New York",3141420,"Memories of the revolution the first ten years of the WOW CafÃƒÂ© Theatre",acbk,792.09747
3141422,"Lesbians Biography Comic books strips etc",3141422,"Snapshots of a girl",acbk,306.7663
3141424,"Gays Violence against United States",3141424,"Violence against queer people race class gender and the persistence of anti LGBT discrimination",acbk,362.88086
3141425,"Gay rights Political aspects United States",3141425,"U S Supreme Court decision on marriage equality",acbk,346.73016
3141426,"Gay activists United States",3141426,"Queer brown voices personal narratives of Latina o LGBT activism",acbk,306.76089
3141427,"Children of gay parents United States",3141427,"Legalizing LGBT families how the law shapes parenthood",acbk,306.84809
3141427,"Gay parents United States",3141427,"Legalizing LGBT families how the law shapes parenthood",acbk,306.84809
3141428,"Gay couples United States",3141428,"best party of our lives stories of gay weddings and true love to inspire us all",acbk,306.84809
3141430,"Queer theory",3141430,"Queering anarchism addressing and undressing power and desire",acbk,306.7601
3141431,"Gays United States History 20th century",3141431,"Hoovers war on gays exposing the FBIs sex deviates program",acbk,363.25953
3141431,"Homosexuality Government policy United States History 20th century",3141431,"Hoovers war on gays exposing the FBIs sex deviates program",acbk,363.25953
3141432,"Gay labor union members United States",3141432,"Out in the union a labor history of queer America",acbk,331.53
3141432,"Gay liberation movement United States",3141432,"Out in the union a labor history of queer America",acbk,331.53
3141432,"Gays Employment United States",3141432,"Out in the union a labor history of queer America",acbk,331.53
3141433,"Homosexuality Religious aspects Christianity",3141433,"Reforming Sodom Protestants and the rise of gay rights",acbk,261.83576
3141433,"Homosexuality Religious aspects Protestant churches",3141433,"Reforming Sodom Protestants and the rise of gay rights",acbk,261.83576
3141433,"Protestant gays Religious life",3141433,"Reforming Sodom Protestants and the rise of gay rights",acbk,261.83576
3141434,"Bisexuals United States History 20th century",3141434,"Queer America a peoples GLBT history of the 20th century",acbk,306.76097
3141434,"Gay liberation movement United States",3141434,"Queer America a peoples GLBT history of the 20th century",acbk,306.76097
3141434,"Gay men United States History 20th century",3141434,"Queer America a peoples GLBT history of the 20th century",acbk,306.76097
3141434,"Gay rights United States",3141434,"Queer America a peoples GLBT history of the 20th century",acbk,306.76097
3141434,"Homosexuality United States History 20th century",3141434,"Queer America a peoples GLBT history of the 20th century",acbk,306.76097
3141434,"Lesbians United States History 20th century",3141434,"Queer America a peoples GLBT history of the 20th century",acbk,306.76097
3141434,"Transgender people United States History 20th century",3141434,"Queer America a peoples GLBT history of the 20th century",acbk,306.76097
3141435,"Gay and lesbian studies",3141435,"Deviations a Gayle Rubin reader",acbk,306.76601
3141435,"Homosexuality Political aspects",3141435,"Deviations a Gayle Rubin reader",acbk,306.76601
3141435,"Queer theory",3141435,"Deviations a Gayle Rubin reader",acbk,306.76601
3141437,"Gay liberation movement California San Francisco",3141437,"mayor of Castro Street the life times of Harvey Milk",acbk,
3141439,"Homosexuality in motion pictures",3141439,"Cruising the movies a sexual guide to oldies on TV",acbk,791.4309
3141439,"Male homosexuality",3141439,"Cruising the movies a sexual guide to oldies on TV",acbk,791.4309
3141440,"Gay men United States",3141440,"States of desire revisited travels in gay America",acbk,306.7662
3141441,"Gays New York State New York History",3141441,"gay metropolis the landmark history of gay life in America",acbk,306.766
3141441,"Homosexuality New York State New York History",3141441,"gay metropolis the landmark history of gay life in America",acbk,306.766
3141442,"Gay community New York State Fire Island Island History",3141442,"Cherry Grove Fire Island sixty years in Americas first gay and lesbian town",acbk,305.90664
3141442,"Gay men New York State Cherry Grove History",3141442,"Cherry Grove Fire Island sixty years in Americas first gay and lesbian town",acbk,305.90664
3141442,"Gays New York State Fire Island Island History",3141442,"Cherry Grove Fire Island sixty years in Americas first gay and lesbian town",acbk,305.90664
3141442,"Lesbian community New York State Fire Island Island History",3141442,"Cherry Grove Fire Island sixty years in Americas first gay and lesbian town",acbk,305.90664
3141442,"Lesbians New York State Cherry Grove History",3141442,"Cherry Grove Fire Island sixty years in Americas first gay and lesbian town",acbk,305.90664
3141443,"Gay men Sexual behavior",3141443,"Men on the make true gay sex confessions",acbk,306.7662
3141459,"Lesbian artists Biography",3141459,"Romaine Brooks a life",acbk,759.13
3141471,"African American gays",3141471,"Nobody is supposed to know black sexuality on the down low",acbk,306.76608
3141474,"Children of gay parents United States History",3141474,"Radical relations lesbian mothers gay fathers and their children in the United States since World War II",acbk,306.87408
3141474,"Gay parents United States History",3141474,"Radical relations lesbian mothers gay fathers and their children in the United States since World War II",acbk,306.87408
3141474,"Gay rights United States History",3141474,"Radical relations lesbian mothers gay fathers and their children in the United States since World War II",acbk,306.87408
3141498,"Gay men Fiction",3141498,Winterwode,acbk,
3141499,"Bisexual men Biography",3141499,"Rec og nize the voices of bisexual men an anthology",acbk,306.765
3141499,"Bisexual men Literary collections",3141499,"Rec og nize the voices of bisexual men an anthology",acbk,306.765
3141499,"Bisexuality Literary collections",3141499,"Rec og nize the voices of bisexual men an anthology",acbk,306.765
3141500,"Gay men Drama",3141500,"boys in the band",acbk,812.54
3142957,"Jewish lesbians Israel Fiction",3142957,"Murder under the bridge a Palestine mystery",acbk,
3142978,"African American lesbians Fiction",3142978,Crossroads,acbk,
3142978,"Lesbians Fiction",3142978,Crossroads,acbk,
3143098,"Transgender youth California Oxnard Case studies",3143098,"murder over a girl justice gender junior high",acbk,364.1523
3143411,"Gay men Crimes against Wyoming Laramie",3143411,"Matt Shepard is a friend of mine",acdvd,364.1523
3143564,"Gay men Comic books strips etc",3143564,"Awkward silence Volume 5",acbk,741.5952
3143564,"Gay teenagers Comic books strips etc",3143564,"Awkward silence Volume 5",acbk,741.5952
3144187,"Gay men Canada Fiction",3144187,"place called Winter",acbk,
3144194,"Lesbian couples Fiction",3144194,"Confucius Jane",acbk,
3144194,"Lesbians Family relationships Fiction",3144194,"Confucius Jane",acbk,
3144646,"Gay men Comic books strips etc",3144646,"worlds greatest first love the case of Ritsu Onodera 4",acbk,741.5952
3144731,"Gay men Drama",3144731,"Nasty baby",acdvd,
3145434,"Gay men Fiction",3145434,"little life a novel",accd,
3145444,"Lesbians Fiction",3145444,l,accd,
3145613,"Gay teenagers Fiction",3145613,"school of dolls",acbk,
3145639,"Gay rights United States History 20th century",3145639,"Civil rights for beginners",acbk,323.0973
3145788,"Gay men United States Biography",3145788,"Back on board Greg Louganis",acdvd,797.24092
3145982,"African American gays Fiction",3145982,"visitation of spirits a novel",acbk,
3145982,"Gay youth Fiction",3145982,"visitation of spirits a novel",acbk,
3146250,"Gay men Fiction",3146250,"Seahorse a novel",acbk,
3146437,"Homosexuality Fiction",3146437,"My most excellent year a novel of love Mary Poppins Fenway Park",acbk,
3146437,"Homosexuality Juvenile fiction",3146437,"My most excellent year a novel of love Mary Poppins Fenway Park",acbk,
3146718,"Gay men Fiction",3146718,"Shock awe",acbk,
3146718,"Gay men Fiction",3146718,"Shock awe a sidewinder story",acbk,
3146721,"Gay men Fiction",3146721,"Cross crown",acbk,
3146721,"Gay men Fiction",3146721,"Cross crown a sidewinder story",acbk,
3146724,"Gay men Fiction",3146724,"Ball chain",acbk,
3146725,"Gay couples Fiction",3146725,"Crash burn",acbk,
3146725,"Gay men Fiction",3146725,"Crash burn",acbk,
3147045,"Lesbians Drama",3147045,Freeheld,acdvd,
3147057,"Gay liberation movement Drama",3147057,Stonewall,acdvd,
3148742,"Lesbians Fiction",3148742,"Backcast a novel",acbk,
3148754,"Gay actors Fiction",3148754,cosmopolitans,acbk,
3149009,Lesbians,3149009,"Ask a queer chick a guide to sex love and life for girls who dig girls",acbk,306.7663
3149038,"Gay men Comic books strips etc",3149038,"Ive seen it all 3",acbk,741.5952
3153647,"Lesbians United States Biography",3153647,"body undone living on after great pain",acbk,362.43092
3153661,"Lesbianism in motion pictures",3153661,"Girls will be boys cross dressed women lesbians and American cinema 1908 1934",acbk,791.43653
3153661,"Lesbians in motion pictures",3153661,"Girls will be boys cross dressed women lesbians and American cinema 1908 1934",acbk,791.43653
3153823,"Transgender people California San Francisco Bay Area Biography",3153823,"Born on the edge of race and gender a voice for cultural competency",acbk,306.76808
3153855,"Gays Juvenile fiction",3153855,"great American whatever",acbk,
3153863,"Lesbian mothers Fiction",3153863,"Saving Montgomery Sole",acbk,
3153996,"Gay men Crimes against Drama",3153996,"Matthew Shepard story",acdvd,
3153996,"Gays Drama",3153996,"Matthew Shepard story",acdvd,
3153996,"Homosexuality Drama",3153996,"Matthew Shepard story",acdvd,
3154084,"Homosexuality Religious aspects Judaism",3154084,"Torah queeries weekly commentaries on the Hebrew Bible",acbk,222.10708
3154084,"Jewish gays",3154084,"Torah queeries weekly commentaries on the Hebrew Bible",acbk,222.10708
3154084,"Jewish lesbians",3154084,"Torah queeries weekly commentaries on the Hebrew Bible",acbk,222.10708
3154116,"Ex gay movement United States",3154116,"Boy erased a memoir",acbk,306.76609
3154116,"Gay men United States",3154116,"Boy erased a memoir",acbk,306.76609
3154116,"Gays Identity",3154116,"Boy erased a memoir",acbk,306.76609
3154116,"Gays United States Biography",3154116,"Boy erased a memoir",acbk,306.76609
3155030,"Parents of gays Drama",3155030,"Pelo malo Bad hair",acdvd,
3155043,"Transgender people",3155043,"Wheres MY book a guide for transgender and gender non conforming youth their parents everyone else",acbk,306.76808
3155043,"Transgender people Medical care",3155043,"Wheres MY book a guide for transgender and gender non conforming youth their parents everyone else",acbk,306.76808
3155043,"Transgender youth",3155043,"Wheres MY book a guide for transgender and gender non conforming youth their parents everyone else",acbk,306.76808
3155043,"Transgender youth Medical care",3155043,"Wheres MY book a guide for transgender and gender non conforming youth their parents everyone else",acbk,306.76808
3155286,"JUVENILE FICTION Social Issues Homosexuality",3155286,"Seven ways we lie",acbk,
3155355,"Transgenderism Juvenile literature",3155355,"gender quest workbook a guide for teens young adults exploring gender identity",acbk,306.768
3156084,"Gay men Fiction",3156084,"After the horses",acbk,
3156084,"Gay men Fiction",3156084,"After the horses a Dan Sharp mystery",acbk,
3156097,"Lesbians Fiction",3156097,"Chasing a brighter blue",acbk,
3156098,"Lesbians Fiction",3156098,"Pelicans Landing",acbk,
3156099,"Lesbians Fiction",3156099,"Midnight moon",acbk,
3156100,"Lesbians Fiction",3156100,"Weeping walls",acbk,
3156101,"Lesbians Fiction",3156101,"In the name of the father",acbk,
3156103,"Lesbians Fiction",3156103,"Break point",acbk,
3156190,"Gays United States Biography",3156190,"Love wins the lovers and lawyers who fought the landmark case for marriage equality",acbk,346.73016
3156223,"Mormon gays United States Biography",3156223,"Saving Alex when I was fifteen I told my Mormon parents I was gay and thats when my nightmare began",acbk,289.3092
3156232,"Gay liberation movement United States History",3156232,"Stand by me the forgotten history of gay liberation",acbk,306.766
3156232,"Gay rights United States History 20th century",3156232,"Stand by me the forgotten history of gay liberation",acbk,306.766
3156232,"Gays Political activity United States History 20th century",3156232,"Stand by me the forgotten history of gay liberation",acbk,306.766
3156232,"Gays United States History 20th century",3156232,"Stand by me the forgotten history of gay liberation",acbk,306.766
3156280,"Lesbians Drama",3156280,"girl king",acdvd,
3156442,"Lesbians Juvenile fiction",3156442,"Bleeding Earth",acbk,
3156527,"Gay men Psychology",3156527,"Unlimited intimacy reflections on the subculture of barebacking",acbk,306.77
3156527,"Male homosexuality Psychological aspects",3156527,"Unlimited intimacy reflections on the subculture of barebacking",acbk,306.77
3156890,"Lesbian erotic fiction",3156890,"Best lesbian erotica 20th anniversary edition",acbk,
3156890,"Lesbian erotic stories",3156890,"Best lesbian erotica 20th anniversary edition",acbk,
3156890,"Lesbian erotic stories American",3156890,"Best lesbian erotica 20th anniversary edition",acbk,
3156890,"Lesbianism Fiction",3156890,"Best lesbian erotica 20th anniversary edition",acbk,
3156890,"Lesbians Fiction",3156890,"Best lesbian erotica 20th anniversary edition",acbk,
3156895,"Gay men Arab counties Fiction",3156895,Guapa,acbk,
3156915,"Gay clergy Fiction",3156915,"crooked heart of mercy",acbk,
3156922,"Gay men China Fiction",3156922,"Beijing comrades",acbk,
3160069,"Young gay men Comic books strips etc",3160069,"His favorite Volume 8",acbk,741.5952
3160261,"Gay and lesbian studies",3160261,"QDA a queer disability anthology",acbk,305.90808
