distinct_bib,subject,out_bib,title,itemtype,deweyClass
712214,Homosexuality,712214,"Male and female Christian approaches to sexuality",acbk,261.8341
717833,"Gays United States",717833,"Mendola report a new look at gay couples",acbk,306.76
717833,"Gays United States Interviews",717833,"Mendola report a new look at gay couples",acbk,306.76
726033,"Gay E Jane 1830 1919",726033,"With the Nez Perces Alice Fletcher in the field 1889 92",acbk,
732134,"Gayville S D History",732134,"Hay country history a story of the pioneers of Gayville and Meckling South Dakota area",arbk,978.339
744076,"Lesbians United States Biography",744076,"Life and letters of Mary Emma Woolley",acbk,
746997,"Bourne Edward Gaylord 1860 1908",746997,"History vs the Whitman saved Oregon story three essays towards a true history of the acquisition of the old Oregon Territory",acbk,979.5
769808,"Lesbianism History",769808,"Surpassing the love of men romantic friendship and love between women from the Renaissance to the present",acbk,306.7609
769808,"Lesbians in literature",769808,"Surpassing the love of men romantic friendship and love between women from the Renaissance to the present",acbk,306.7609
769808,"Lesbians Psychology",769808,"Surpassing the love of men romantic friendship and love between women from the Renaissance to the present",acbk,306.7609
789008,"Gay men Psychology Fiction",789008,"Island people",acbk,
943578,"Older gay men England Fiction",943578,"Earthly powers",acbk,
982525,"Lesbians Fiction",982525,"Inland passage",acbk,
988186,"Gay men Fiction",988186,"smile in his lifetime",acbk,
1074154,"Homosexuality History Miscellanea",1074154,"Lesbian lists a look at lesbian culture history and personalities",acbk,306.7663
1074154,"Lesbians History Miscellanea",1074154,"Lesbian lists a look at lesbian culture history and personalities",acbk,306.7663
1101761,"Gay men United States",1101761,"Uncommon lives gay men and straight women",acbk,306.73
1105806,"Children of gay parents United States Family relationships Case studies",1105806,"Theres something Ive been meaning to tell you",acbk,306.874
1105806,"Gay parents United States Case studies",1105806,"Theres something Ive been meaning to tell you",acbk,306.874
1107433,"Lesbian mothers United States",1107433,"Politics of the heart a lesbian parenting anthology",acbk,306.8743
1111471,"Lesbianism United States",1111471,"restricted country",acbk,306.7663
1111471,"Lesbians United States Biography",1111471,"restricted country",acbk,306.7663
1118589,"Gay military personnel United States History 20th century",1118589,"Coming out under fire the history of gay men and women in World War Two",acbk,305.90664
1118589,"Gays in the military United States History 20th century",1118589,"Coming out under fire the history of gay men and women in World War Two",acbk,305.90664
1118589,"Gays United States History 20th century",1118589,"Coming out under fire the history of gay men and women in World War Two",acbk,305.90664
1118589,"United States Armed Forces Gays History 20th century",1118589,"Coming out under fire the history of gay men and women in World War Two",acbk,305.90664
1253674,"Gays Drama",1253674,"sum of us",acbk,822.914
1254423,"Homosexuality Fiction",1254423,"drowning of Stephan Jones",acbk,
1256646,"Gay men Fiction",1256646,"beso de la mujer arana",acbk,863
1257754,"Gays Religious life",1257754,"Just as I am a practical guide to being out proud and Christian",acbk,208.664
1257755,"Gay men in literature",1257755,"Acting gay male homosexuality in modern drama",acbk,813.50935
1257755,"Gays writings American History and criticism",1257755,"Acting gay male homosexuality in modern drama",acbk,813.50935
1257755,"Gays writings English History and criticism",1257755,"Acting gay male homosexuality in modern drama",acbk,813.50935
1257755,"Homosexuality and literature History 20th century",1257755,"Acting gay male homosexuality in modern drama",acbk,813.50935
1257966,"Gay men Peru Lima Fiction",1257966,Sexto,acbk,863
1258190,"Pemberton Gayle",1258190,"hottest water in Chicago on family race time and American culture",acbk,
1262565,"Homosexuality France Paris Fiction",1262565,"Neons a novel",acbk,
1264732,"Gay liberation movement United States History",1264732,"gay decades from Stonewall to the present the people and events that shaped gay lives",acbk,305.90664
1264732,"Gay men United States History",1264732,"gay decades from Stonewall to the present the people and events that shaped gay lives",acbk,305.90664
1264732,"Gays United States History",1264732,"gay decades from Stonewall to the present the people and events that shaped gay lives",acbk,305.90664
1264835,"Gay liberation movement United States History",1264835,"Making history the struggle for gay and lesbian equal rights 1945 1990 an oral history",acbk,305.90664
1264835,"Gays United States",1264835,"Making history the struggle for gay and lesbian equal rights 1945 1990 an oral history",acbk,305.90664
1270947,"Gay teenagers Drama",1270947,"Contents under pressure",acbk,812.54
1272940,"Gay men Fiction",1272940,"beso de la mujer arana",acbk,863
1273847,"Gays Crimes against United States",1273847,"Violence against lesbians and gay men",acbk,362.88
1274952,"Gay liberation movement United States History",1274952,"Making trouble essays on gay history politics and the university",acbk,305.90664
1274952,"Homosexuality and education United States",1274952,"Making trouble essays on gay history politics and the university",acbk,305.90664
1274952,"Homosexuality United States",1274952,"Making trouble essays on gay history politics and the university",acbk,305.90664
1276842,"Lesbians United States Biography",1276842,"I dwell in possibility a memoir",acbk,
1277263,"Lesbians Minnesota Minneapolis Metropolitan Area Fiction",1277263,"Stage fright a Jane Lawless mystery",acbk,
1277728,"Lesbians Ontario Toronto Fiction",1277728,"Legal tender a mystery",acbk,
1279260,"Gay couples United States Life skills guides",1279260,"male couples guide finding a man making a home building a life",acbk,305.38966
1279260,"Gay male couples United States Life skills guides",1279260,"male couples guide finding a man making a home building a life",acbk,305.38966
1279422,"Lesbians Tennessee Biography",1279422,"Locked down a lesbian in prison",acbk,365.43092
1279566,"Gays United States",1279566,"Heartlands a gay mans odyssey across America",acbk,305.38966
1279566,"Homosexuality United States",1279566,"Heartlands a gay mans odyssey across America",acbk,305.38966
1279782,"Lesbianism United States History 20th century",1279782,"Odd girls and twilight lovers a history of lesbian life in twentieth century America",acbk,306.7663
1279782,"Lesbians United States History 20th century",1279782,"Odd girls and twilight lovers a history of lesbian life in twentieth century America",acbk,306.7663
1280287,"Lesbians United States Sexual behavior",1280287,"Susie Brights sexual reality a virtual sex world reader",acbk,306.70973
1280582,"Lesbianism United States",1280582,"Willful virgin essays in feminism 1976 1992",acbk,305.42
1280591,"Gay men United States Family relationships",1280591,"Member of the family gay men write about their families",acbk,306.874
1283230,"Gay men Psychology",1283230,"secret lore of gardening patterns of male intimacy",acbk,306.7662
1283230,"Homosexuality Male Psychological aspects",1283230,"secret lore of gardening patterns of male intimacy",acbk,306.7662
1283230,"Male homosexuality Psychological aspects",1283230,"secret lore of gardening patterns of male intimacy",acbk,306.7662
1284524,"African American gays New York State New York",1284524,"Paris is burning",acvhs,305.9
1284524,"Gays New York State New York",1284524,"Paris is burning",acvhs,305.9
1285495,"Lesbians Fiction",1285495,"Living in secret",acbk,
1285523,"Gay men Drama",1285523,"Tough acts to follow one act plays on the gay Lesbian experience",acbk,812.04108
1285523,"Gays Drama",1285523,"Tough acts to follow one act plays on the gay Lesbian experience",acbk,812.04108
1285523,"Gays writings American",1285523,"Tough acts to follow one act plays on the gay Lesbian experience",acbk,812.04108
1285523,"Lesbians Drama",1285523,"Tough acts to follow one act plays on the gay Lesbian experience",acbk,812.04108
1288318,"Lesbianism United States Caricatures and cartoons",1288318,"Dykes to watch out for the sequel added attraction Serial monogamy a documentary",acbk,305.48966
1288318,"Lesbians United States Caricatures and cartoons",1288318,"Dykes to watch out for the sequel added attraction Serial monogamy a documentary",acbk,305.48966
1288638,"Gay men Biography",1288638,"queens throat opera homosexuality and the mystery of desire",acbk,782.1092
1289596,"Lesbian couples",1289596,"On intimate terms the psychology of difference in lesbian relationships",acbk,306.7663
1291398,"Gay military personnel",1291398,"Conduct unbecoming lesbians and gays in the U S military Vietnam to the Persian Gulf",acbk,355.00866
1291398,"Gays in the military",1291398,"Conduct unbecoming lesbians and gays in the U S military Vietnam to the Persian Gulf",acbk,355.00866
1291398,"United States Armed Forces Gays",1291398,"Conduct unbecoming lesbians and gays in the U S military Vietnam to the Persian Gulf",acbk,355.00866
1293460,"Lesbians United States Biography",1293460,"Shattered applause the lives of Eva Le Gallienne",acbk,
1294127,"Closeted gays Fiction",1294127,"Closet case a novel",acbk,
1294127,"Gay men Fiction",1294127,"Closet case a novel",acbk,
1294185,"Lesbians Fiction",1294185,"Happy endings are all alike a novel",acbk,
1294541,"Gay men Fiction",1294541,"man who understood cats",acbk,
1295428,"Children of gay parents California San Francisco",1295428,"Family values two moms and their son",acbk,306.874
1295428,"Lesbian couples California San Francisco",1295428,"Family values two moms and their son",acbk,306.874
1295428,"Lesbian mothers California San Francisco",1295428,"Family values two moms and their son",acbk,306.874
1295428,"Lesbians Family relationships",1295428,"Family values two moms and their son",acbk,306.874
1295445,"Lesbians New York State Buffalo History 20th century",1295445,"Boots of leather slippers of gold the history of a lesbian community",acbk,305.48966
1295445,"Lesbians New York State Buffalo Social conditions",1295445,"Boots of leather slippers of gold the history of a lesbian community",acbk,305.48966
1295766,"Lesbians Fiction",1295766,"Silverlake heat a novel of suspense",acbk,
1295781,"Lesbian couples United States Biography",1295781,"Love match Nelson vs Navratilova",acbk,796.34209
1295817,"Children of gay parents United States",1295817,"lesbian and gay parenting handbook creating and raising our families",acbk,306.874
1295817,"Gay parents United States",1295817,"lesbian and gay parenting handbook creating and raising our families",acbk,306.874
1295890,"Gay men United States Drama",1295890,"Millennium approaches",acbk,812.54
1296130,"Gay liberation movement United States",1296130,"Queer in America sex the media and the closets of power",acbk,305.90664
1296130,"Homosexuality Moral and ethical aspects",1296130,"Queer in America sex the media and the closets of power",acbk,305.90664
1296139,"African American gays Fiction",1296139,"Fragments that remain a novel",acbk,
1296139,"Gay men United States Fiction",1296139,"Fragments that remain a novel",acbk,
1296674,"Older lesbians California San Francisco",1296674,"West Coast crones",acvhs,305.9
1297417,"Lesbians Fiction",1297417,"Alma Rose",acbk,
1299922,"Gay men United States",1299922,"Lambda gray a practical emotional and spiritual guide for gays and lesbians who are growing older",acbk,306.766
1299922,"Lesbians United States",1299922,"Lambda gray a practical emotional and spiritual guide for gays and lesbians who are growing older",acbk,306.766
1300259,"Gay men New York State New York Attitudes",1300259,"Bearing witness Gay Mens Health Crisis and the politics of AIDS",acbk,305.38966
1300259,"Gay men New York State New York Social conditions",1300259,"Bearing witness Gay Mens Health Crisis and the politics of AIDS",acbk,305.38966
1300259,"Gay men United States Public opinion",1300259,"Bearing witness Gay Mens Health Crisis and the politics of AIDS",acbk,305.38966
1300259,"Gay Mens Health Crisis Inc",1300259,"Bearing witness Gay Mens Health Crisis and the politics of AIDS",acbk,305.38966
1300488,"Gay teenagers United States",1300488,"Children of Horizons how gay and lesbian teens are leading a new way out of the closet",acbk,305.90664
1301394,"Gay men Fiction",1301394,"Living upstairs",acbk,
