distinct_bib,title,deweyClass,itemtype,bibNumber,subject
434200,"We can always call them Bulgarians the emergence of lesbians and gay men on the American stage",792.09747,acbk,434200,"Drama History and criticism"
434200,"We can always call them Bulgarians the emergence of lesbians and gay men on the American stage",792.09747,acbk,434200,"Gays in literature"
434200,"We can always call them Bulgarians the emergence of lesbians and gay men on the American stage",792.09747,acbk,434200,"Homosexuality Drama"
434200,"We can always call them Bulgarians the emergence of lesbians and gay men on the American stage",792.09747,acbk,434200,"Theater New York State New York History 20th century"
442085,"Kairos confessions of a gay priest",,acbk,442085,"Anglican Communion United States Clergy Correspondence"
442085,"Kairos confessions of a gay priest",,acbk,442085,"Episcopal Church Clergy Correspondence"
442085,"Kairos confessions of a gay priest",,acbk,442085,"Gay clergy United States Correspondence"
442085,"Kairos confessions of a gay priest",,acbk,442085,"Sherwood Zalmon O Correspondence"
448026,"Bill Hardeys songs of the gay nineties and other old favorites",784.8,acmus,448026,Songbooks
448026,"Bill Hardeys songs of the gay nineties and other old favorites",784.8,acmus,448026,"Songs English"
448117,"90 gay nineties favorites",784.8,acmus,448117,"Popular music United States"
448134,"Edward B Marks collection of old time hits of the gay eighties and nineties suitable for all occasions",784.8,acmus,448134,"Popular music United States"
448179,"Songs of the Gay Nineties",784.8,acmus,448179,"Popular music To 1901"
448179,"Songs of the Gay Nineties",784.8,acmus,448179,Songbooks
448179,"Songs of the Gay Nineties",784.8,acmus,448179,"Songs English United States"
448936,"Gayne Ballet suite no 1",785,acmus,448936,"Ballets Excerpts Scores"
448936,"Gayne Ballet suite no 1",785,acmus,448936,"Suites Orchestra Scores"
448938,"Gayne ballet suite no 1 A",785,acmus,448938,"Suites Orchestra Scores"
448940,"Gayne ballet suite no 2",785,acmus,448940,"Suites Orchestra Scores"
454217,"Lesbian psychologies explorations and challenges",306.7663,acbk,454217,"Interpersonal relations"
454217,"Lesbian psychologies explorations and challenges",306.7663,acbk,454217,"Lesbians Psychology"
454217,"Lesbian psychologies explorations and challenges",306.7663,acbk,454217,"Lesbians United States Psychology"
472482,"Male and female homosexuality psychological approaches",616.85834,acbk,472482,"Homosexuality Psychological aspects"
472482,"Male and female homosexuality psychological approaches",616.85834,acbk,472482,"Homosexuality Social aspects"
472792,"Bisexual spouse different dimensions in human sexuality",306.765,acbk,472792,"Bisexuality in marriage United States Case studies"
472792,"Bisexual spouse different dimensions in human sexuality",306.765,acbk,472792,"Homosexuality United States"
472792,"Bisexual spouse different dimensions in human sexuality",306.765,acbk,472792,"Sexual behavior surveys United States"
479454,"gay book of lists",306.766,acbk,479454,"Gay men History Miscellanea"
479454,"gay book of lists",306.766,acbk,479454,"Homosexuality History Miscellanea"
481635,"Gay personality and sexual labeling",306.765,acbk,481635,Bisexuality
481635,"Gay personality and sexual labeling",306.765,acbk,481635,Homosexuality
481635,"Gay personality and sexual labeling",306.765,acbk,481635,"Identity Psychology"
481635,"Gay personality and sexual labeling",306.765,acbk,481635,"Sex Psychology"
485219,"Our hearts were young and gay",817,acbk,485219,
488282,"Male homosexuality a contemporary psychoanalytic perspective",616.85834,acbk,488282,"Homosexuality Male"
488282,"Male homosexuality a contemporary psychoanalytic perspective",616.85834,acbk,488282,"Identity Psychology"
488282,"Male homosexuality a contemporary psychoanalytic perspective",616.85834,acbk,488282,"Male homosexuality"
488282,"Male homosexuality a contemporary psychoanalytic perspective",616.85834,acbk,488282,"Psychosexual development"
490899,"Concerto for piano orchestra Masquerade suite Gayaneh 4 movements from the ballet",786,accd,490899,"Ballets Excerpts"
490899,"Concerto for piano orchestra Masquerade suite Gayaneh 4 movements from the ballet",786,accd,490899,"Concertos Piano"
490899,"Concerto for piano orchestra Masquerade suite Gayaneh 4 movements from the ballet",786,accd,490899,"Incidental music Excerpts"
490899,"Concerto for piano orchestra Masquerade suite Gayaneh 4 movements from the ballet",786,accd,490899,"Suites Orchestra"
491202,"Out front contemporary gay and lesbian plays",812.5208,acbk,491202,"American drama 20th century"
491202,"Out front contemporary gay and lesbian plays",812.5208,acbk,491202,"Gay men Drama"
491202,"Out front contemporary gay and lesbian plays",812.5208,acbk,491202,"Gays writings American"
491202,"Out front contemporary gay and lesbian plays",812.5208,acbk,491202,"Lesbians Drama"
491202,"Out front contemporary gay and lesbian plays",812.5208,acbk,491202,"Lesbians writings American"
493049,"Robbins mammoth collection of songs of the gay nineties",784.8,acmus,493049,"Popular music To 1901"
494164,"Dirty work at the crossroads or Tempted tried and true a gay nineties melodrama in three acts",812.52,acbk,494164,
497841,"Ganymede in the Renaissance homosexuality in art and society",700.94,acbk,497841,"Arts European"
497841,"Ganymede in the Renaissance homosexuality in art and society",700.94,acbk,497841,"Arts Italian"
497841,"Ganymede in the Renaissance homosexuality in art and society",700.94,acbk,497841,"Arts Renaissance Italy"
497841,"Ganymede in the Renaissance homosexuality in art and society",700.94,acbk,497841,"Homosexuality in art"
497841,"Ganymede in the Renaissance homosexuality in art and society",700.94,acbk,497841,"Homosexuality Social aspects Europe"
497841,"Ganymede in the Renaissance homosexuality in art and society",700.94,acbk,497841,"Homosexuality Social aspects Italy"
497849,"Uncommon calling a gay mans struggle to serve the Church",285.13709,acbk,497849,"Church work with gays"
497849,"Uncommon calling a gay mans struggle to serve the Church",285.13709,acbk,497849,"Gays United States Biography"
497849,"Uncommon calling a gay mans struggle to serve the Church",285.13709,acbk,497849,"Glaser Chris"
497849,"Uncommon calling a gay mans struggle to serve the Church",285.13709,acbk,497849,"Homosexuality Religious aspects Christianity"
497849,"Uncommon calling a gay mans struggle to serve the Church",285.13709,acbk,497849,"Presbyterians United States Biography"
498357,"Gay lesbian poetry in our time an anthology",811.5408,acbk,498357,"American poetry 20th century"
498357,"Gay lesbian poetry in our time an anthology",811.5408,acbk,498357,"Gay men Poetry"
498357,"Gay lesbian poetry in our time an anthology",811.5408,acbk,498357,"Gays writings American"
498357,"Gay lesbian poetry in our time an anthology",811.5408,acbk,498357,"Lesbians Poetry"
498357,"Gay lesbian poetry in our time an anthology",811.5408,acbk,498357,"Lesbians writings American"
500111,"Everybody loves you further adventures in gay Manhattan",,acbk,500111,"City and town life New York State New York Fiction"
500111,"Everybody loves you further adventures in gay Manhattan",,acbk,500111,"Gay men New York State New York Fiction"
500111,"Everybody loves you further adventures in gay Manhattan",,acbk,500111,"Manhattan New York N Y Social life and customs Fiction"
500537,"Something queer in rock n roll",,jcbk,500537,"Mystery and detective stories"
502023,"Untold decades seven comedies of gay romance",812.54,acbk,502023,"Gay men Drama"
502557,"Living the spirit a gay American Indian anthology",810.80353,acbk,502557,"American literature 20th century"
502557,"Living the spirit a gay American Indian anthology",810.80353,acbk,502557,"American literature Indian authors"
502557,"Living the spirit a gay American Indian anthology",810.80353,acbk,502557,"Gay men Literary collections"
502557,"Living the spirit a gay American Indian anthology",810.80353,acbk,502557,"Gays writings American"
502557,"Living the spirit a gay American Indian anthology",810.80353,acbk,502557,"Homosexuality United States"
502557,"Living the spirit a gay American Indian anthology",810.80353,acbk,502557,"Indians of North America Sexual behavior"
502557,"Living the spirit a gay American Indian anthology",810.80353,acbk,502557,"Indians of North America Sexual behavior Literary collections"
502557,"Living the spirit a gay American Indian anthology",810.80353,acbk,502557,"Lesbians Literary collections"
502557,"Living the spirit a gay American Indian anthology",810.80353,acbk,502557,"Lesbians writings American"
502786,"church and the homosexual",261.83576,acbk,502786,"Church work with gays United States"
502786,"church and the homosexual",261.83576,acbk,502786,"Homosexuality in the Bible"
502786,"church and the homosexual",261.83576,acbk,502786,"Homosexuality Religious aspects Catholic Church"
510482,"construction of homosexuality",306.766,acbk,510482,"Homosexuality History Cross cultural studies"
510482,"construction of homosexuality",306.766,acbk,510482,"Male homosexuality Cross cultural studies"
513667,"Gay men women who enriched the world",306.76609,acbk,513667,"Gays Biography"
519980,"Black lesbian in white America",306.7663,acbk,519980,"African American women"
519980,"Black lesbian in white America",306.7663,acbk,519980,"Lesbians United States"
521389,"Mae West is dead recent lesbian and gay fiction",,acbk,521389,"Gay men Fiction"
521389,"Mae West is dead recent lesbian and gay fiction",,acbk,521389,"Gays writings"
521389,"Mae West is dead recent lesbian and gay fiction",,acbk,521389,"Homosexuality Fiction"
521389,"Mae West is dead recent lesbian and gay fiction",,acbk,521389,"Lesbians Fiction"
521389,"Mae West is dead recent lesbian and gay fiction",,acbk,521389,"Lesbians writings"
521389,"Mae West is dead recent lesbian and gay fiction",,acbk,521389,"Short stories American"
521389,"Mae West is dead recent lesbian and gay fiction",,acbk,521389,"Short stories English"
521740,"Lesbian plays",822.91408,acbk,521740,"English drama 20th century"
521740,"Lesbian plays",822.91408,acbk,521740,"Lesbians Drama"
521740,"Lesbian plays",822.91408,acbk,521740,"Lesbians writings English"
524153,"When someone you know is gay",306.766,acbk,524153,"Gay teenagers United States Juvenile literature"
524153,"When someone you know is gay",306.766,acbk,524153,Homosexuality
524153,"When someone you know is gay",306.766,acbk,524153,"Homosexuality Juvenile literature"
527083,"Lesbian ethics toward new value",306.7663,acbk,527083,"Ethics Modern 20th century"
527083,"Lesbian ethics toward new value",306.7663,acbk,527083,"Lesbianism Moral and ethical aspects United States"
527083,"Lesbian ethics toward new value",306.7663,acbk,527083,"Lesbianism United States Moral and ethical aspects"
527083,"Lesbian ethics toward new value",306.7663,acbk,527083,"Political ethics United States"
527083,"Lesbian ethics toward new value",306.7663,acbk,527083,"Sexual ethics United States"
532639,"Lesbian short fiction",,acbk,532639,"Lesbians Fiction"
532639,"Lesbian short fiction",,acbk,532639,"Lesbians writings American"
532639,"Lesbian short fiction",,acbk,532639,"Short stories American"
538535,"Hidden from history reclaiming the gay and lesbian past",306.76609,acbk,538535,"Gays History"
538535,"Hidden from history reclaiming the gay and lesbian past",306.76609,acbk,538535,"Homosexuality History"
541185,"Twice blessed on being lesbian gay and Jewish",296.08664,acbk,541185,"Homosexuality Religious aspects Judaism"
541185,"Twice blessed on being lesbian gay and Jewish",296.08664,acbk,541185,"Jewish gays United States"
541185,"Twice blessed on being lesbian gay and Jewish",296.08664,acbk,541185,"Judaism Doctrines"
543107,"Bridges of respect creating support for lesbian and gay youth",306.766,acbk,543107,"Gay teenagers"
543107,"Bridges of respect creating support for lesbian and gay youth",306.766,acbk,543107,"Gay teenagers Services for United States"
543107,"Bridges of respect creating support for lesbian and gay youth",306.766,acbk,543107,"Gay youth"
543107,"Bridges of respect creating support for lesbian and gay youth",306.766,acbk,543107,"Gay youth Services for United States"
543107,"Bridges of respect creating support for lesbian and gay youth",306.766,acbk,543107,"Lesbians Services for United States"
543265,"Piano concerto Masquerade Gayaneh suites",,acrec,543265,"Ballets Excerpts"
543265,"Piano concerto Masquerade Gayaneh suites",,acrec,543265,"Concertos Piano"
543265,"Piano concerto Masquerade Gayaneh suites",,acrec,543265,"Incidental music Excerpts"
543265,"Piano concerto Masquerade Gayaneh suites",,acrec,543265,"Suites Orchestra"
544470,"Gay priests",253.2,acbk,544470,"Catholic Church Clergy Sexual behavior"
544470,"Gay priests",253.2,acbk,544470,"Gay clergy"
544470,"Gay priests",253.2,acbk,544470,"Homosexuality Religious aspects Catholic Church"
544584,"Homosexuality in the priesthood and the religious life",253.2,acbk,544584,"Catholic Church Clergy Sexual behavior"
544584,"Homosexuality in the priesthood and the religious life",253.2,acbk,544584,"Gay clergy United States"
544584,"Homosexuality in the priesthood and the religious life",253.2,acbk,544584,"Homosexuality Religious aspects Catholic Church"
544584,"Homosexuality in the priesthood and the religious life",253.2,acbk,544584,"Lesbian nuns United States"
550775,"My mamas dead squirrel Lesbian essays on Southern culture",975.043,acbk,550775,"American literature Southern States History and criticism"
550775,"My mamas dead squirrel Lesbian essays on Southern culture",975.043,acbk,550775,"American literature Women authors History and criticism"
550775,"My mamas dead squirrel Lesbian essays on Southern culture",975.043,acbk,550775,"Lesbians Southern States"
550775,"My mamas dead squirrel Lesbian essays on Southern culture",975.043,acbk,550775,"Southern States Civilization 20th century"
555419,"Keys to caring assisting your gay and lesbian clients",362.8,acbk,555419,"Gays Mental health"
555419,"Keys to caring assisting your gay and lesbian clients",362.8,acbk,555419,"Lesbians Mental health"
555419,"Keys to caring assisting your gay and lesbian clients",362.8,acbk,555419,"Mental health personnel"
560062,"Gay fictions Wilde to Stonewall studies in a male homosexual literary tradition",823.91093,acbk,560062,"American fiction 20th century History and criticism"
560062,"Gay fictions Wilde to Stonewall studies in a male homosexual literary tradition",823.91093,acbk,560062,"English fiction 20th century History and criticism"
560062,"Gay fictions Wilde to Stonewall studies in a male homosexual literary tradition",823.91093,acbk,560062,"Gay men in literature"
560062,"Gay fictions Wilde to Stonewall studies in a male homosexual literary tradition",823.91093,acbk,560062,"Gays writings American History and criticism"
560062,"Gay fictions Wilde to Stonewall studies in a male homosexual literary tradition",823.91093,acbk,560062,"Gays writings English History and criticism"
560062,"Gay fictions Wilde to Stonewall studies in a male homosexual literary tradition",823.91093,acbk,560062,"Homosexuality and literature"
560062,"Gay fictions Wilde to Stonewall studies in a male homosexual literary tradition",823.91093,acbk,560062,"Wilde Oscar 1854 1900 Influence"
560077,"Lesbian short fiction",,acbk,560077,"American fiction Women authors"
560077,"Lesbian short fiction",,acbk,560077,"Lesbians Fiction"
560077,"Lesbian short fiction",,acbk,560077,"Lesbians writings American"
560077,"Lesbian short fiction",,acbk,560077,"Short stories American"
560077,"Lesbian short fiction",,acbk,560077,"Short stories American Women authors"
562372,"Ruin from the air the Enola Gays atomic mission to Hiroshima",940.5425,acbk,562372,"Hiroshima shi Japan History Bombardment 1945"
566401,"My country my right to serve experiences of gay men and women in the military World War II to the present",355.00866,acbk,566401,"Gay military personnel"
566401,"My country my right to serve experiences of gay men and women in the military World War II to the present",355.00866,acbk,566401,"Gays in the military"
566401,"My country my right to serve experiences of gay men and women in the military World War II to the present",355.00866,acbk,566401,"United States Armed Forces Gays"
566600,"Passions of the cut sleeve the male homosexual tradition in China",306.7662,acbk,566600,"Homosexuality Male China History"
566600,"Passions of the cut sleeve the male homosexual tradition in China",306.7662,acbk,566600,"Lesbianism China History"
566600,"Passions of the cut sleeve the male homosexual tradition in China",306.7662,acbk,566600,"Male homosexuality China History"
566669,"Michael a gay son",306.76,acvhs,566669,"Gay men United States"
566669,"Michael a gay son",306.76,acvhs,566669,"Gay men United States Family relationships"
566669,"Michael a gay son",306.76,acvhs,566669,"Gay men United States Psychology"
567499,"safe sea of women lesbian fiction 1969 1989",813.54,acbk,567499,"American fiction 20th century History and criticism"
567499,"safe sea of women lesbian fiction 1969 1989",813.54,acbk,567499,"American fiction Women authors History and criticism"
567499,"safe sea of women lesbian fiction 1969 1989",813.54,acbk,567499,"Lesbians in literature"
567499,"safe sea of women lesbian fiction 1969 1989",813.54,acbk,567499,"Lesbians writings American History and criticism"
567499,"safe sea of women lesbian fiction 1969 1989",813.54,acbk,567499,"Lesbians writings History and criticism"
567499,"safe sea of women lesbian fiction 1969 1989",813.54,acbk,567499,"Women and literature United States History 20th century"
572449,"arena of masculinity sports homosexuality and the meaning of sex",306.483,acbk,572449,"Gay athletes"
572449,"arena of masculinity sports homosexuality and the meaning of sex",306.483,acbk,572449,Masculinity
572449,"arena of masculinity sports homosexuality and the meaning of sex",306.483,acbk,572449,"Sex role"
572449,"arena of masculinity sports homosexuality and the meaning of sex",306.483,acbk,572449,"Sports Psychological aspects"
572449,"arena of masculinity sports homosexuality and the meaning of sex",306.483,acbk,572449,"Sports Social aspects"
572796,"trouble with Harry Hay founder of the modern gay movement",,acbk,572796,"Actors United States Biography"
572796,"trouble with Harry Hay founder of the modern gay movement",,acbk,572796,"Communists United States Biography"
572796,"trouble with Harry Hay founder of the modern gay movement",,acbk,572796,"Gay liberation movement United States History 20th century"
572796,"trouble with Harry Hay founder of the modern gay movement",,acbk,572796,"Gays United States Biography"
572796,"trouble with Harry Hay founder of the modern gay movement",,acbk,572796,"Hay Harry"
572796,"trouble with Harry Hay founder of the modern gay movement",,acbk,572796,"Mattachine Society History 20th century"
577561,"Staying power long term lesbian couples",306.7663,acbk,577561,"Lesbian couples United States Case studies"
579068,"Growing up gay in the South race gender and journeys of the spirit",305.90664,acbk,579068,"Gay teenagers South States"
579068,"Growing up gay in the South race gender and journeys of the spirit",305.90664,acbk,579068,"Homosexuality Religious aspects Christianity"
579068,"Growing up gay in the South race gender and journeys of the spirit",305.90664,acbk,579068,"Homosexuality Southern States Case studies"
584573,"Ceremonies of the heart celebrating lesbian unions",306.738,acbk,584573,"Lesbian couples United States"
584573,"Ceremonies of the heart celebrating lesbian unions",306.738,acbk,584573,"Lesbianism History"
584573,"Ceremonies of the heart celebrating lesbian unions",306.738,acbk,584573,"Weddings United States"
588043,"Understanding sexual identity a book for gay teens and their friends",306.766,acbk,588043,"Gay teenagers United States Miscellanea Juvenile literature"
588043,"Understanding sexual identity a book for gay teens and their friends",306.766,acbk,588043,"Gays United States Miscellanea Juvenile literature"
588043,"Understanding sexual identity a book for gay teens and their friends",306.766,acbk,588043,Homosexuality
588043,"Understanding sexual identity a book for gay teens and their friends",306.766,acbk,588043,"Questions and answers"
589301,"Bi any other name bisexual people speak out",306.76509,acbk,589301,"Bisexuality United States"
595299,"Sudden strangers the story of a gay son and his father",306.8742,acbk,595299,"Fathers and sons United States"
595299,"Sudden strangers the story of a gay son and his father",306.8742,acbk,595299,"Fricke Aaron"
595299,"Sudden strangers the story of a gay son and his father",306.8742,acbk,595299,"Fricke Walter"
595299,"Sudden strangers the story of a gay son and his father",306.8742,acbk,595299,"Gay men United States Biography"
595414,"Families we choose lesbians gays kinship",306.87,acbk,595414,"Gay couples United States"
595414,"Families we choose lesbians gays kinship",306.87,acbk,595414,"Gay parents United States"
595414,"Families we choose lesbians gays kinship",306.87,acbk,595414,"Gays United States Family relationships"
595414,"Families we choose lesbians gays kinship",306.87,acbk,595414,"Kinship United States"
595438,"Now you see it studies on lesbian and gay film",791.43653,acbk,595438,"Homosexuality in motion pictures"
597673,"Susie Sexperts lesbian sex world",306.7663,acbk,597673,"Lesbians United States Sexual behavior"
597673,"Susie Sexperts lesbian sex world",306.7663,acbk,597673,"Sex instructions for lesbians United States"
604923,"Odd girls and twilight lovers a history of lesbian life in twentieth century America",306.7663,acbk,604923,"Lesbianism United States History 20th century"
604923,"Odd girls and twilight lovers a history of lesbian life in twentieth century America",306.7663,acbk,604923,"Lesbians United States History 20th century"
610588,"beggars opera a ballad opera by John Gay in a new musical version realized from the original airs op 43",782,acmus,610588,"Ballad operas Vocal scores with piano"
611031,"Faber book of gay short fiction",,acbk,611031,"Gay men Fiction"
611031,"Faber book of gay short fiction",,acbk,611031,"Gays writings American"
611031,"Faber book of gay short fiction",,acbk,611031,"Gays writings English"
611031,"Faber book of gay short fiction",,acbk,611031,"Short stories American"
611031,"Faber book of gay short fiction",,acbk,611031,"Short stories English"
612867,"Lesbian plays II",822.91408,acbk,612867,"English drama 20th century"
612867,"Lesbian plays II",822.91408,acbk,612867,"Lesbians Drama"
612867,"Lesbian plays II",822.91408,acbk,612867,"Lesbians writings English"
613273,"Gay and lesbian themes in Latin American writing",860.9353,acbk,613273,"Homosexuality in literature"
613273,"Gay and lesbian themes in Latin American writing",860.9353,acbk,613273,"Latin American literature History and criticism"
615594,"Gay Galliard the love story of Mary queen of Scots",,acbk,615594,"Bothwell James Hepburn Earl of 1536 1578 Fiction"
615594,"Gay Galliard the love story of Mary queen of Scots",,acbk,615594,"Mary Queen of Scots 1542 1587 Fiction"
616419,"Men who beat the men who love them battered gay men and domestic violence",362.8292,acbk,616419,"Family violence United States"
616419,"Men who beat the men who love them battered gay men and domestic violence",362.8292,acbk,616419,"Gay men United States Abuse of"
626507,"Profiles in gay lesbian courage",324.08664,acbk,626507,"Gay politicians United States Biography"
626507,"Profiles in gay lesbian courage",324.08664,acbk,626507,"Homosexuality United States"
629447,"Lesbians over 60 speak for themselves",306.7663,acbk,629447,"Life change events in old age United States"
629447,"Lesbians over 60 speak for themselves",306.7663,acbk,629447,"Older lesbians United States"
632143,"H D and Freud bisexuality and a feminine discourse",811.52,acbk,632143,"Authorship Sex differences"
632143,"H D and Freud bisexuality and a feminine discourse",811.52,acbk,632143,"Bisexuality in literature"
632143,"H D and Freud bisexuality and a feminine discourse",811.52,acbk,632143,"Femininity in literature"
632143,"H D and Freud bisexuality and a feminine discourse",811.52,acbk,632143,"Freud Sigmund 1856 1939 Influence"
632143,"H D and Freud bisexuality and a feminine discourse",811.52,acbk,632143,"H D Hilda Doolittle 1886 1961 Knowledge Psychology"
632143,"H D and Freud bisexuality and a feminine discourse",811.52,acbk,632143,"Sex role in literature"
632143,"H D and Freud bisexuality and a feminine discourse",811.52,acbk,632143,"Women poets American 20th century Psychology"
635139,"Gay culture in America essays from the field",306.1,acbk,635139,"Gay men United States"
635139,"Gay culture in America essays from the field",306.1,acbk,635139,Subculture
703566,"Sexual heretics male homosexuality in English literature from 1850 to 1900",820.8,acbk,703566,"English literature 19th century"
703566,"Sexual heretics male homosexuality in English literature from 1850 to 1900",820.8,acbk,703566,"Gay men Literary collections"
703566,"Sexual heretics male homosexuality in English literature from 1850 to 1900",820.8,acbk,703566,"Gays writings English"
704635,"Sappho was a right on woman a liberated view of lesbianism",176,acbk,704635,Lesbianism
708216,"Our hearts were young and gay",817,acbk,708216,
710512,"John Gay",820,acbk,710512,"Gay John 1685 1732 Criticism and interpretation"
717833,"Mendola report a new look at gay couples",306.76,acbk,717833,"Gays United States"
717833,"Mendola report a new look at gay couples",306.76,acbk,717833,"Gays United States Interviews"
729095,"Old Uncle Gaylords ice cream book a guide to the art pleasure of old fashioned ice cream making",641.86,acbk,729095,"Ice cream ices etc"
732134,"Hay country history a story of the pioneers of Gayville and Meckling South Dakota area",978.339,arbk,732134,"Gayville S D History"
732134,"Hay country history a story of the pioneers of Gayville and Meckling South Dakota area",978.339,arbk,732134,"Meckling S D History"
741559,"Whatll we do now A thousand and one nights with Americas gayest party throwers and various other ways of keeping a party at full cry first aid till the milkman comes",793,acbk,741559,Amusements
741559,"Whatll we do now A thousand and one nights with Americas gayest party throwers and various other ways of keeping a party at full cry first aid till the milkman comes",793,acbk,741559,Games
743212,"Tin pan alley in gaslight a saga of the songs that made the gray nineties gay",784.0973,acbk,743212,Jazz
743212,"Tin pan alley in gaslight a saga of the songs that made the gray nineties gay",784.0973,acbk,743212,"Music United States History and criticism"
743212,"Tin pan alley in gaslight a saga of the songs that made the gray nineties gay",784.0973,acbk,743212,"Popular music United States History and criticism"
1074154,"Lesbian lists a look at lesbian culture history and personalities",306.7663,acbk,1074154,"Homosexuality History Miscellanea"
1074154,"Lesbian lists a look at lesbian culture history and personalities",306.7663,acbk,1074154,"Lesbians History Miscellanea"
1101761,"Uncommon lives gay men and straight women",306.73,acbk,1101761,"Gay men United States"
1101761,"Uncommon lives gay men and straight women",306.73,acbk,1101761,"Married people United States"
1101761,"Uncommon lives gay men and straight women",306.73,acbk,1101761,"Unmarried couples United States"
1101761,"Uncommon lives gay men and straight women",306.73,acbk,1101761,"Women United States"
1105136,"When men reduce as women do a gay comedy for an all male cast in one act",812.54,acbk,1105136,
1107433,"Politics of the heart a lesbian parenting anthology",306.8743,acbk,1107433,"Lesbian mothers United States"
1118589,"Coming out under fire the history of gay men and women in World War Two",305.90664,acbk,1118589,"Gay military personnel United States History 20th century"
1118589,"Coming out under fire the history of gay men and women in World War Two",305.90664,acbk,1118589,"Gays in the military United States History 20th century"
1118589,"Coming out under fire the history of gay men and women in World War Two",305.90664,acbk,1118589,"Gays United States History 20th century"
1118589,"Coming out under fire the history of gay men and women in World War Two",305.90664,acbk,1118589,"United States Armed Forces Gays History 20th century"
1118589,"Coming out under fire the history of gay men and women in World War Two",305.90664,acbk,1118589,"United States Armed Forces History World War 1939 1945"
1137388,"Something queer at the birthday party",,jcbk,1137388,"Birthdays Fiction"
1137388,"Something queer at the birthday party",,jcbk,1137388,"Friendship Fiction"
1137388,"Something queer at the birthday party",,jcbk,1137388,"Mystery and detective stories"
1137388,"Something queer at the birthday party",,jcbk,1137388,"Parties Fiction"
1257755,"Acting gay male homosexuality in modern drama",813.50935,acbk,1257755,"American drama 20th century History and criticism"
1257755,"Acting gay male homosexuality in modern drama",813.50935,acbk,1257755,"English drama 20th century History and criticism"
1257755,"Acting gay male homosexuality in modern drama",813.50935,acbk,1257755,"Gay men in literature"
1257755,"Acting gay male homosexuality in modern drama",813.50935,acbk,1257755,"Gays writings American History and criticism"
1257755,"Acting gay male homosexuality in modern drama",813.50935,acbk,1257755,"Gays writings English History and criticism"
1257755,"Acting gay male homosexuality in modern drama",813.50935,acbk,1257755,"Homosexuality and literature History 20th century"
1264732,"gay decades from Stonewall to the present the people and events that shaped gay lives",305.90664,acbk,1264732,"Gay liberation movement United States History"
1264732,"gay decades from Stonewall to the present the people and events that shaped gay lives",305.90664,acbk,1264732,"Gay men United States History"
1264732,"gay decades from Stonewall to the present the people and events that shaped gay lives",305.90664,acbk,1264732,"Gays United States History"
